Mannara 's mother is a jewellery designer and her father is a lawyer . ||| La madre de Mannara es un diseñador de joyas y su padre es un abogado.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Su padre fue un diseñador de proyectores de cine y su abuelo hizo piezas para máquinas de fonografía.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén fue un diseñador industrial, y después de su graduación de Columbia, enseñó clases en diseño publicitario en su alma mater, Cooper Union y The New School, ambos en Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| El diseñador vio su ropa original en el Museo Nacional de Costumes.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| De hecho, los modelos basicamente desempeñan el mismo papel en la economía como en la moda: proporcionan un marco articulado en el que mostrar su material a beneficio...; un papel útil, pero fracturado con los peligros que el diseñador puede ser llevado por su inclinación personal para el modelo, mientras que los clientes pueden olvidar que el modelo es más estricto que la realidad.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| A pesar de su rabia inicial, el diseñador, Walter Allward, ve increíbles habilidades de dibujo dentro de Klara, y cómo el retrato del rostro del joven aumenta la alegoría muy deseada para aquellos jóvenes hombres que fueron perdidos en la guerra.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| Internacionalmente aclamado Ghanaian - el diseñador británico Ozwald Boateng introdujo suites de impresión africanas en su colección de 2012.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| El diseñador Romeo Gigli me usó como su musa, y diseñó una colección entera sobre mí.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| En su libro, "Craft of Gardens", el diseñador de jardín Ji Cheng escribió: "El espíritu y el encanto de las montañas y los bosques deben ser estudiados en profundidad;... sólo el conocimiento del real permite la creación del artificial, para que la obra creada posee el espíritu del real, en parte por la inspiración divina, pero especialmente por el esfuerzo humano.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Designer de moda Jasper Conran es su hijo con su segunda esposa, el escritor Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| Designer de costumbre William Ware Theiss comenzó a trabajar en nuevos diseños para los uniformes de Starfleet, algunos basados en sus creaciones para "The Original Series", otros siendo una salida radical.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| El diseñador del juego, Phil Fish, se hizo famoso de una manera inusual para los desarrolladores de juegos debido a su prominencia en " ", que fue lanzado en 2012.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| Billionaire diseñador industrial, y fundador de la compañía Dyson, James Dyson ha prometido su apoyo para el proyecto.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (nacido el 26 de mayo de 1967) es un galardón irlandés - ganador de millonario de alta couture, o diseñador de sombrero, que ha estado basado principalmente en Londres por su carrera, y que fue descrito por la revista Vogue como "probablemente el millonario más grande de vida ".
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Durante los primeros años de la SECR, los servicios de pasajeros expresos fueron bien servidos por las clases 4-4-0 de Wainwright's 'D' y 'E ', pero las cargas continuaron aumentando y en 1912 el diseñador se dio cuenta de que pronto necesitaría locomotores más poderosos.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| Macdonald's formación como diseñador y su interés en las pinturas de los niños encorajó su experimentación con arte abstracta.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli fue el diseñador principal de la ciudad y su plan partió de la arquitectura maltesa medieval, que exhibió calles irregulares y aletas.
Every year , the designer takes his guests into a surreal world . ||| Cada año, el diseñador lleva a sus huéspedes en un mundo surreal.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| Como diseñador principal en la firma Bebb y Gould, con su socio, Charles H. Bebb, Gould fue responsable de muchos edificios notables del Pacífico noroeste, como el original Seattle Art Museum y el plan de campus de la Universidad de Washington.
Fashion designer Paul Poiret played himself . ||| Designer de moda Paul Poiret jugó a sí mismo.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| En esta sesión, el diseñador Charles-Nicolas Cochin también fue admitido por su diseño de esa impresión.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| En 2010, el diseñador presentó su primera colección, "Slave", como parte de Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (nacido en 1963 ) es un diseñador de costumbre estadounidense que fue nominado tanto para un Tony Award como para un Drama Desk Award en 2009 por su trabajo en la revival de Broadway del musical " Hair ".
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| El diseñador del juego, Kevin Wilson, afirma que puede ganar igualmente bien sin importar qué equipo está jugando.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| El diseñador principal discutió su casting: "Parecía una gran idea para mí, ya que casting a través de Instagram parecía cool, actual y fuerte.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| El diseñador de la moda Alexander McQueen se suicidó suspendido en su apartamento en 7 Green Street en 2010.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez " diseñador y fundador de Polytron Phil Fish ganó el estatus de fama por su persona pública destacada y su prominencia en el documental de 2012 ", que detalló " Fez " las etapas finales del desarrollo y las cuestiones legales relacionadas con Polytron.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| Producción diseñador Simon Bowles ganó un premio de la British Film Designers Guild el 27 de enero de 2013 por su diseño de producción en esta película.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| El diseñador, Draper Kauffman, había tratado de desarrollar un “juguete de estrategia global” durante muchos años cuando recibió una copia de Illuminati.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's madre es un diseñador de joyas y su padre es un abogado.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, un diseñador de personajes tímido que creó el inmensamente popular perro rosa Maromi, se encuentra bajo presión para repetir su éxito.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| Designer de costumbre Julie Weiss también fue nominada para su trabajo, pero se perdió a James Acheson de "Restauración".
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Este evento cementó la creciente asociación con Stella Jean, ya que el diseñador está expandiendo su trabajo a más países donde la Iniciativa funciona :
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| El diseñador abrió su primer alojamiento en 1992 en 113 Greene Street en el distrito de Soho de Nueva York.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| El diseñador de Dior Fine Jewelry Victoire de Castellane lanzó su propio reloj llamado " Le D de Dior " ( francés : " El D de Dior " ).
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Hoy está buscando vender su negocio Donna Karan, menos de un año después de que el diseñador de moda se retirara de su marca de nombre.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| París fue el destino final durante la temporada de espectáculo de invierno y el diseñador británico Vivienne Westwood la hizo el modelo principal en su espectáculo.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| fue un diseñador de costumbres británico, que fue nominado para los Premios de la Academia por sus diseños en " Agatha " ( 1979 ) y " Red " ( 1981 ).
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| A partir de entonces, el diseñador la escogió de manera muy individual apoyada por socios fuertes como The Space Cinema en Piazza Duomo e la Rinascente Milano en febrero de 2020.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| Designer Patricia Zipprodt fue nominada para un Tony Award y Drama Desk Award por sus diseños de costumbre en la revival de “Alice en el país de las maravillas”.
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| El diseñador también creó una línea de accesorios domésticos llamados Swell, basada en una serie de libros que co-escribió con su amiga Ilene Rosenzweig, que hizo su debut en Target en 2003.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Su padre, Raymond W. Lewis, Jr., era un diseñador aeroespacial y su madre, Dorothy Borwick Lewis McIntyre, un director recreativo.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitious, ella también insistió en la habitación 55 porque era su número de suerte y exigía que Hubert de Givenchy, su diseñador de tiempo largo, fuera otorgado un crédito en la película para su perfume.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Un diseñador de ropa auto-educado, Immonen abrió su primera boutique de diseño en Helsinki durante la Segunda Guerra Mundial en 1942 que creció en un éxito a pesar de las carencias de los años siguientes.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Su madre es un diseñador gráfico y su padre, que murió cuando Carré era adolescente, fue un diseñador y animador forense.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| El diseñador y coleccionista francés Hubert de Givenchy trabajó con Lane en su primera cobertura importante del mercado europeo de arte y arte.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Una diseñadora de interiores judía que vive en Nueva York, vive con su mejor amigo gay, Will Truman (jugado por Eric McCormack), para la mayoría de la serie.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| La diseñadora de moda Izawa había hecho el largo viaje con su propia ropa de boda con la intención de cumplir los planes de matrimonio de la pareja.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Su madre, Patricia MacTaggart, es un diseñador de interiores con sede en Londres y su padre, Xavier Botana, es un artista argentino que vive en Buenos Aires.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| El diseñador identificó a Sévérine a través de su sexualidad, y quería mostrar el personaje como "sexual y excepcional y oscuro" al tener su apariencia tan desnuda como sea posible.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| En 1926, en su primer año como estudiante en la famosa escuela de diseño Bauhaus en Dessau, Alemania, la diseñadora de textiles Margaretha Reichardt pasó un curso preliminar dirigido por Josef Albers y László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Su madre es un diseñador de moda y su padre trabaja en la industria de la construcción.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| Designer de costumbre Antonella Cannarozzi fue nominada para un Premio de la Academia por Mejor Diseño de Costumbre por su trabajo en la película, pero el premio fue a Colleen Atwood por "Alice en el país de las maravillas".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes (14 de octubre de 1897 – 20 de septiembre de 1972) fue una diseñadora de tejidos y tejidos estadounidense conocida por sus innovadoras, personalizadas y diseñadas tejidos modernos para arquitectos y diseñadores de interiores.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Un fantasma de escritora Hearst escribió la página del periódico después de 1918, pero el diseñador mismo escribió las características de "Good Housekeeping" y " Harper's Bazaar" durante toda su duración, aunque la responsabilidad de producir una pieza regular se mostró difícil, y ella perdió varios plazos.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Su madre era un diseñador de interiores y su padre un " pied noir " y un agente inmobiliario.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| El diseñador ganó por primera vez reconocimiento internacional en 2000 con su colección «Declaración de amor a la Alemania».
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| El diseñador también se centra en sus estudios del Bohemianismo, el Romanticismo Oscuro y el amor a la literatura, el arte y la música del movimiento decadente.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair fue fundada en 1989 por Lotte Davis, un diseñador gráfico nacido en Sudáfrica y su marido John Davis, un cabello de Liverpool, en su subterráneo de Vancouver del Norte.
Everything is produced in Moscow under the strict control of the designer herself . ||| Todo se produce en Moscú bajo el estricto control del propio diseñador.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| diseñador de moda Valentino una vez comentó sobre su semejanza física a Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai nació en 1978 a padres con fundamentos artísticos, su padre era un diseñador gráfico y su madre trabajaba para el diseñador de moda japonés Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Ningún director, coreógrafo, diseñador de set o diseñador de costumbre fue contratado como en sus días como performer de carrera.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| En 1993, un diseñador gráfico de Beverly Hills que dijo que tenía una relación on-and-off con Sharkey de 1985 a 1991 anunció que estaba buscando la propiedad de Sharkey.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| Designer Nicole Miller usó "The Last High ( Y - Tron Remix )" de Lynn para su campaña Primavera 2013.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| Diseñador de costumbres Daphne Dare usó licencia artística con sus costumbres en la serie, ya que los aztecos masculinos generalmente sólo usaban cortos clavos y clavos, mientras que las mujeres a menudo eran cortas.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Su madre, Tessa, un diseñador de interiores pasó tiempo con sus hijos jugando tenis durante su infancia.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Su abuela materna era una diseñadora talentosa, y ella mostró talento como una joven en dibujar y hacer ropa para sus muñecas.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (2 de febrero de 1919 - 15 de enero de 1980) fue una diseñadora de moda estadounidense, activa de 1940 a 1980, que fue notada por sus diseñadores, que eran accesibles a las mujeres estadounidenses con ingresos limitados.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| El diseñador elogió su aspecto y fuertes fotografías, pero criticó su caminata de recorrido así como su falta de contacto con los ojos.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Su diseñador era John Henslow, y ella era idéntica con su contemporáneo excepto que " Echo " era un barco - sloop y " Busy " era un brig - sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai también ha trabajado como diseñador gráfico y periodista de videojuegos y a través de su trabajo con Microsoft ha sido patrocinada por la compañía, llevando un logotipo Xbox 360 en su dispositivo.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| En octubre de 2014, tras la publicación de la biografía autorizada Vivienne Westwood por el diseñador de moda y su coautor Ian Kelly, Gorman acusó a los autores y el editor Picador de plagiarizar secciones sustanciales de material de su libro ".
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (nacida el 24 de agosto de 1967) es una diseñadora de costumbres estadounidense, que es probablemente mejor conocida por su trabajo en las películas "Harry Potter y la piedra del filósofo" (2001), " Seabiscuit" (2003) y " Los Juegos de la Fome" (2012), así como varias películas dentro del Universo Cinematográfico de Marvel.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| Uno de los antiguos residentes de Satoya, sin embargo, parece ser un famoso diseñador que posee una villa en Miyakojima que ofrece para que Jun se convierta en una inn.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Ella se convirtió en una diseñadora en la compañía a principios de la década de 1930 y creó una serie de patrones en la China ósea y la tienda de la Reina para Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| El diseñador también dijo que tenía que hacer algunas adaptaciones a un vestido llevado por Ormond, ya que ella es una forma de cuerpo completamente diferente a su personaje, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| La diseñadora estadounidense Anne Fogarty fue especialmente notada por sus diseños llenos de camisetas llevados sobre los petticoates de crinoline, que siempre eran vestidos separados del vestido para permitir la facilidad de movimiento y viajes.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| American urban landscape designer Renée Gunter utiliza esta planta en su salón de Los Ángeles del Sur como una alternativa resistente a la sequía a las plantas de trigo.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Cuando regresó a Alabama, contrató a un diseñador para un dispositivo operado a mano para mantener una ventana limpia y una compañía local produjo un modelo de trabajo.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Shoulder pads originalmente se convirtió en popular entre las mujeres en la década de 1930 cuando el diseñador de moda Elsa Schiaparelli los incluyó en sus diseños de 1931.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Luego el diseñador insiste en que el propietario de la casa abandona y no vuelve a su casa en 2 días como el diseñador y su tripulación se preparan para completar la renovación de su casa con un presupuesto inferior a $ 5000.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck es una diseñadora escénica con sede en Nueva York que es conocida por su trabajo en el musical "Hadestown" de Anaïs Mitchell en y fuera - Broadway y en Londres, John Leguizamo "Historia latina para Morons" en y fuera - Broadway, y su extenso trabajo fuera - Broadway.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Diseñador de costumbres Karyn Wagner habló de su papel dentro de " Las posibilidades ", más así su participación en la secuencia de van con Cassidy, Fiore y DeBlanc, en el que Wagner afirmó, " Para un estanto como este, usted tiene que considerar lo que puede obtener 8 a 12 de, porque usted no necesita múltiples para los actores principales.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| En su colección " Ariege ", la diseñadora de moda Marcela Calvet nombró uno de sus más buscados - después de las bolsas " Corinne ", en su honor.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| En 2003, el diseñador lanzó su aroma Dolly Girl junto con varios set de edición limitada en la serie Dolly Girl.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| diseñadora británica Gina Franklyn vendió moda británica de su tienda 99, ubicada en 99 MacDougal Street en el Greenwich Village de Nueva York.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Ella fue la hija más antigua del comerciante Herman Kohany (1882-1942) que murió en el Holocausto bajo circunstancias desconocidas, y Paulina Kohany, née Raaber (1882-1942), diseñadora de porcelana en su juventud, que fue asesinada junto con su hija menor Hilde Kohany (1920-1942) en Treblinka.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's padre fue el teólogo Morris S. Seale, su hermana fue Thea Porter el diseñador de moda y su hermano fue escritor y periodista Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| La madre biológica de Mia que a menudo se retrata como un personaje sin rostro que vivió en Nueva York como un diseñador de moda con su rostro siempre cubierto por una escultura, en la primera mitad del espectáculo.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Dos días más tarde el proyecto se reveló como un hoax perpetrado por Funny Or Die, después de que el diseñador de costumbre del video publicó la experiencia en su resumen en línea.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| designer Dhafali Devi ganó el premio por su rango bajo la categoría Disciplina.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| El Sui de la línea Anna Sui y su línea de jeans continuó en operación después de que el diseñador dejó su trabajo en el Cento X Cento de Gilmar.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Como el diseñador de costumbre Rita Riggs describió en su 2001 Archive of American Television entrevista, la idea de Lear era crear el sentimiento de tonos sepia, en un intento de hacer que los espectadores se sientan como si estuvieran mirando un viejo álbum familiar.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Después de la muerte de su madre, la diseñadora de moda de Nueva York Lisa Rayborn (Natasha Henstridge) vuelve a su ciudad natal y la granja familiar.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack es una diseñadora de costumbres que fue nominada para un Premio de la Academia para el Mejor Diseño de Costumbres en los 73.
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Es importante que para ser un diseño industrial el producto debe ser producido de una manera industrial, por ejemplo, un artesano no se considere un diseñador industrial aunque puede desafiar los mismos aspectos de un producto.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, 5 de julio de 1953) es una diseñadora de moda británica que es mejor conocida por su diseño, con su ex marido David Emanuel, el vestido de bodas llevado por Diana, princesa de Gales, en 1981.
designer Dhafali Devi won the award for her rug . ||| designer Dhafali Devi ganó el premio por su rug.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| El diseñador Jill Richards, ella misma una actriz de Hollywood de alrededor de la misma época, la favorecía en sus colecciones de la década de 1970, atrayendo a un cliente de nombres como Nancy Reagan.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (24 de noviembre de 1892 - 26 de marzo de 1987) fue un pintor Hoosier, educador y diseñador de textiles que es mejor conocido por sus modos valientes, coloridos, abstractos para los tejidos, así como figuras, género, paisajes y florales todavía - pinturas de vida en color de agua, sus medios preferidos.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Chanel diseñador jefe Karl Lagerfeld señaló Zhou Xun por su fuerte sentido de la moda, describiendo a la actriz como " una síntesis de joven Coco Chanel y Ballet Troupe Zizi Jeanmaire. "
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Ella retrató a un diseñador de moda 'Margo Lynley' desde el inicio de la serie hasta 1992 cuando se fue para comenzar una familia.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| bajo la etiqueta " LalicA ", el diseñador ha producido su línea de ropa desde 2002.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| También trajo el primer - tiempo colaboradores diseñador de producción Barbara Ling basado en su trabajo en recrear los establecimientos históricos en " Las puertas ", y el diseñador de costumbres Arianne Phillips, que tenía una fuerte lista de clientes a su nombre incluyendo Tom Ford, James Mangold y Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Pope optó por dejar Naughty Dog alrededor de 2010, después de que " fue liberado, para trasladarse a Saitama, Japón, junto con su esposa Keiko, un diseñador de juegos.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| Producción diseñadora Mihaela Poenaru atrajo sus recuerdos del período para preparar los lugares.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| En cuanto al silencio de los Lambs mencionado anteriormente, recuerdo un documental detrás de las escenas sobre él, y en él el diseñador de costumbres para la película mencionado que ella especificamente se esforza por más ropa para todos, en lugar de lo que habría sido característico de principios de los años 90.
Olga , the main character , wants to be a costumes and set designer and her dreams come true when she works as an assistant for the famous edition of " La Traviata " directed by Luchino Visconti in 1955 . ||| Olga, el personaje principal, quiere ser un diseñador de costumbres y set y sus sueños se realizan cuando trabaja como asistente para la famosa edición de "La Traviata" dirigida por Luchino Visconti en 1955.
