Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's madre es un diseñador de joyas y su padre es un abogado.
Trinidadian designer Peter Minshall is renowned not only for his Carnival costumes but also for his role in opening ceremonies of the Barcelona Olympics , the 1994 FIFA World Cup , the 1996 Summer Olympics , and the 2002 Winter Olympics , for which he won an Emmy Award . ||| El diseñador trinitense Peter Minshall es reconocido no sólo por sus trajes de carnaval, sino también por su papel en las ceremonias de apertura de los Juegos Olímpicos de Barcelona, la Copa Mundial de la FIFA de 1994, los Juegos Olímpicos de Verano de 1996 y los Juegos Olímpicos de Invierno de 2002, por los que ganó un Premio Emmy.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice y Ginevra muestran un dominio perfecto de la pista en sus respectivas actuaciones y el diseñador los señala como sus propios favoritos.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Diseñador Gutzon Borglum constantemente elogió a Luigi por sus grandes habilidades como un tallador de piedra clásicamente entrenado : " Él vale la pena tres hombres en América por este tipo particular de trabajo. "
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Cuando el autobús hidroeléctrico se desintegró en el aterrizaje, el diseñador jefe y su asistente fueron atados en el G-45 para una caída de prueba; sobrevivieron, pero el proyecto fue cancelado.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| El diseñador de moda Paul Poiret comentó en su autobiografía " Rey de la Moda ", " Siempre veré Mounet - Sully en " Edipo Rex ", ciego, bajando por los escalones del templo, y diciendo en una voz suave :'Hijos de Cadmus antiguo, jóvenes sucesores... '
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Él apareció en la portada de MIDWEEK y a los 23 años fue llamado `` AMERICA 'S HOTTEST DESIGNNER '' que otoño fue el ganador del VH1 Reality Show llamado `` Glam GOD '' presentado por Vivica A.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden (3 de junio de 1906 – 6 de marzo de 1998) fue un diseñador industrial británico, que es conocido principalmente por su trabajo en automóviles y bicicletas.
The Soviets also captured schematics for the gun and the designer himself . ||| Los soviéticos también capturaron esquemas para el arma y el propio diseñador.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| El ex diseñador jefe de Audi Hartmut Warkuss vio su talento y potencial inmediatamente y le ofreció una beca para el Royal College of Art en Londres, la universidad de élite internacional en diseño.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| En Italia, el diseñador Gio Ponti fue famoso por sus diseños aerodinámicos.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (23 de julio de 1934 - 2 de junio de 2017) fue un diseñador de automóviles conocido por su trabajo en una amplia gama de automóviles — estimados en más de ochenta — de los coches deportivos exóticos incluyendo el Ferrari 365 California, De Tomaso Pantera y Aston Martin Lagonda Coupé a coches populares de gran volumen incluyendo el Ford Fiesta de primera generación ( 1972 ) y el Fiat 124 Spider ( 1966 ).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| El diseñador de la estructura es desconocido, sin embargo, fue posiblemente el propio Jensen, o su amigo, arquitecto de la escuela de pradera Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| Aparte de la música, Shelby es un diseñador UX / Diseñador Gráfico / Pintor y su trabajo se extiende desde diseños de álbumes (sobre todo Ire Works by The Dillinger Escape Plan ), logotipos y diseños de interfaces.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Había dos coches de carreras de pista de tierra llamados "Jimmy" y "Jimmy, Jr." después del diseñador jefe y su hijo.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| El diseñador del rifle, Mikhail Kalashnikov vivió en Izhevsk hasta su muerte en 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Se formó de 1701 a 1702 con el diseñador de tapices de Bruselas Lodewijk van Schoor que se había establecido en Amberes en 1696.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| En 2014, el diseñador estadounidense de armas de fuego Jim Sullivan proporcionó una entrevista en video sobre sus contribuciones a la familia M16 / M4 de rifles cuando trabaja para Armalite.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow fue jefe de dibujo - diseñador y su trabajo fue crucial para su estrategia de estandarización de las formas y componentes del casco, aumentando así la eficiencia y rentabilidad.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Su padre era un diseñador de proyector de cine y su abuelo hizo piezas para máquinas de fonógrafo.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén fue diseñadora industrial, y después de su graduación de Columbia, impartió clases de diseño publicitario en su alma mater, Cooper Union, y The New School, ambos en Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| El diseñador vio su ropa original en el Museo Nacional de Traje.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| De hecho, los modelos juegan básicamente el mismo papel en la economía que en la moda: proporcionan un marco articulado en el que mostrar su material a la ventaja... ; un papel útil, pero lleno de los peligros que el diseñador puede dejarse llevar por su inclinación personal para el modelo, mientras que los clientes pueden olvidar que el modelo es más racional que la realidad.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| A pesar de su ira inicial, el diseñador, Walter Allward, ve sorprendentes habilidades de talla dentro de Klara, y cómo el retrato del rostro del joven aumenta la alegoría tan deseada para esos hombres jóvenes que se perdieron en la guerra.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| El diseñador británico Ozwald Boateng, aclamado internacionalmente, introdujo trajes de impresión africanos en su colección de 2012.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| El diseñador Romeo Gigli me usó como su musa, y diseñó una colección completa sobre mí.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| En su libro, "La artesanía de los jardines", el diseñador de jardines Ji Cheng escribió: "El espíritu y el encanto de las montañas y los bosques deben estudiarse en profundidad;... sólo el conocimiento de lo real permite la creación de lo artificial, de modo que la obra creada posee el espíritu de lo real, en parte debido a la inspiración divina, pero especialmente debido al esfuerzo humano.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Diseñador de moda Jasper Conran es su hijo con su segunda esposa, la escritora Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| El diseñador de vestuario William Ware Theiss comenzó a trabajar en nuevos diseños para los uniformes de la Flota Estelar, algunos basados en sus creaciones para " The Original Series ", otros siendo una partida radical.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| El diseñador del juego, Phil Fish, se hizo famoso de una manera inusual para los desarrolladores de juegos debido a su prominencia en " ", que se lanzó en 2012.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| Billionaire diseñador industrial, y fundador de la empresa Dyson, James Dyson ha prometido su apoyo para el proyecto.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (nacida el 26 de mayo de 1967) es una diseñadora irlandesa de alta costura, que ha sido principalmente con sede en Londres para su carrera, y que fue descrita por la revista Vogue como " quizás el mayor milinero vivo ".
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Durante los primeros años de la SECR, los servicios de pasajeros expresos fueron bien atendidos por las clases D y E 4-4-0 de Wainwright, pero las cargas siguieron aumentando y en 1912 el diseñador se dio cuenta de que pronto necesitaría locomotoras más potentes.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| Macdonald's formación como diseñador y su interés en las pinturas infantiles alentó su experimentación con el arte abstracto.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli fue el diseñador principal de la ciudad y su plan partió de la arquitectura medieval maltesa, que exhibió calles y callejones sinuosos irregulares.
Every year , the designer takes his guests into a surreal world . ||| Cada año, el diseñador lleva a sus invitados a un mundo surrealista.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| Como diseñadora principal en la firma Bebb y Gould, con su socio, Charles H. Bebb, Gould fue responsable de muchos edificios notables del noroeste del Pacífico, como el original Museo de Arte de Seattle y para el plan del campus de la Universidad de Washington.
Fashion designer Paul Poiret played himself . ||| El diseñador de moda Paul Poiret jugó él mismo.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| En esta sesión, el diseñador Charles - Nicolas Cochin también fue admitido por su diseño de esa impresión.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| En 2010, el diseñador presentó su cuarta colección, " Esclavo ", como parte de Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (nacido en 1963) es un diseñador de vestuario estadounidense que fue nominado a un Tony Award y a un Drama Desk Award en 2009 por su trabajo en el revival de Broadway del musical " Hair ".
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| El diseñador del juego, Kevin Wilson, afirma que puede ganar igualmente bien no importa qué equipo está jugando.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| El diseñador principal discutió su casting : " Me pareció una gran idea, ya que el casting a través de Instagram parecía fresco, actual y fuerte.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| El diseñador de moda Alexander McQueen se suicidó colgándose en su apartamento en 7 Green Street en 2010.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez " diseñador y fundador de Polytron Phil Fish ganó el estatus de celebridad por su persona pública abierta y su prominencia en el documental de 2012 " " ", que detalla " Fez " etapas finales de desarrollo y las cuestiones jurídicas relacionadas con Polytron.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| El diseñador de producción Simon Bowles ganó un premio del British Film Designers Guild el 27 de enero de 2013 por su diseño de producción en esta película.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| El diseñador, Draper Kauffman, había estado tratando de desarrollar un "juego de estrategia global" durante muchos años cuando recibió una copia de Illuminati.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's madre es un diseñador de joyas y su padre es un abogado.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, una tímida diseñadora de personajes que creó el inmensamente popular perro rosa Maromi, se encuentra bajo presión para repetir su éxito.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| La diseñadora de vestuario Julie Weiss también fue nominada para su trabajo, pero perdió ante James Acheson de " Restauración ".
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Este evento consolidó la creciente colaboración con Stella Jean, ya que la diseñadora está ampliando su trabajo a más países donde trabaja la Iniciativa :
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| El diseñador abrió su primera ubicación al por menor en 1992 en 113 Greene Street en el distrito Soho de Nueva York.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| La diseñadora de Dior Fine Jewelry Victoire de Castellane lanzó su propio reloj llamado " Le D de Dior " (en francés: " The D of Dior " ).
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Hoy está buscando vender su negocio Donna Karan, menos de un año después de que el diseñador de moda dimitió de su marca homónimo.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| París fue el destino final durante la temporada de exposición de invierno y diseñador británico Vivienne Westwood la hizo la modelo principal en su espectáculo.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| fue un diseñador de vestuario británico, que fue nominado para los Premios de la Academia por sus diseños en " Agatha " ( 1979 ) y " Reds " ( 1981 ).
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| A partir de ese momento el diseñador eligió su manera muy individual cenado por fuertes socios como el Space Cinema en Piazza Duomo e la Rinascente Milano en febrero de 2020.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| Diseñadora Patricia Zipprodt fue nominada para un Tony Award y Drama Desk Award por sus diseños de vestuario en el renacimiento de “Alice in Wonderland ”.
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| El diseñador también creó una línea de accesorios para el hogar llamada Swell, basado en una serie de libros que co - escribió con la amiga Ilene Rosenzweig, que hizo su debut en Target en 2003.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Su padre, Raymond W. Lewis, Jr., fue un diseñador aeroespacial y su madre, Dorothy Borwick Lewis McIntyre un director de recreación.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitious, ella también insistió en el vestidor 55 porque ese era su número de suerte y requería que Hubert de Givenchy, su diseñador de mucho tiempo, se le diera un crédito en la película por su perfume.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Un diseñador de ropa autodidacta, Immonen abrió su primera boutique de diseño en Helsinki durante la Segunda Guerra Mundial en 1942, que creció hasta convertirse en un éxito a pesar de la escasez de los años siguientes.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Su madre es diseñadora gráfica y su padre, que murió cuando Carré era un adolescente, fue diseñadora y animadora forense.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| Diseñador y coleccionista de arte francés Hubert de Givenchy trabajó con Lane en su primera gran cobertura del arte europeo y el mercado del arte.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Una diseñadora de interiores judía que vive en la ciudad de Nueva York, ella vive con su mejor amigo gay, Will Truman (interpretado por Eric McCormack), para la mayoría de la serie.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| El diseñador de moda Izawa había hecho el largo viaje hacia abajo con su propio vestido de novia hecho a mano con la intención de cumplir los planes de matrimonio de la pareja.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Su madre, Patricia MacTaggart, es una diseñadora de interiores con sede en Londres y su padre, Xavier Botana, es una artista argentina que vive en Buenos Aires.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| La diseñadora identificó a Sévérine a través de su sexualidad, y quiso mostrar al personaje como " sexy y excepcional y oscuro " al hacerla aparecer lo más desnuda posible.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| En 1926, en su primer año como estudiante en la famosa escuela de diseño Bauhaus en Dessau, Alemania, la diseñadora textil Margaretha Reichardt emprendió un curso preliminar dirigido por Josef Albers y László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Su madre es una diseñadora de moda y su padre trabaja en la industria de la construcción.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| La diseñadora de vestuario Antonella Cannarozzi fue nominada a un premio de la Academia al mejor diseño de vestuario por su trabajo en la película, pero el premio fue para Colleen Atwood por " Alice in Wonderland ".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes (14 de octubre de 1897 – 20 de septiembre de 1972) fue una diseñadora textil estadounidense y tejedora reconocida por sus telas modernas innovadoras y personalizadas para arquitectos y diseñadores de interiores.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Un escritor fantasma Hearst escribió la página del periódico después de 1918, pero la propia diseñadora escribió las características de "Good Housekeeping" y " Harper's Bazaar " a lo largo de su duración, aunque la responsabilidad de producir una pieza regular resultó difícil, y ella no cumplió varios plazos.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Su madre era una diseñadora de interiores y su padre un "peed noir" y un agente de bienes raíces.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| La diseñadora ganó el reconocimiento internacional por primera vez en 2000 con su colección “Declaration d’amour à l’Allemagne”.
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| La diseñadora también se basa en sus estudios de Bohemia, Románticismo Oscuro, y el amor por la literatura, el arte y la música del movimiento Decadente.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair fue fundada en 1989 por Lotte Davis, una diseñadora gráfica nacida en Sudáfrica y su marido John Davis, un peluquero de Liverpool, en su sótano del norte de Vancouver.
Everything is produced in Moscow under the strict control of the designer herself . ||| Todo se produce en Moscú bajo el estricto control de la propia diseñadora.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| La diseñadora de moda Valentino comentó una vez sobre su parecido físico con Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai nació en 1978 de padres con antecedentes artísticos, su padre siendo un diseñador gráfico y su madre trabajando para el diseñador de moda japonés Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Ningún director, coreógrafo, escenógrafo o diseñador de vestuario fue contratado como en sus días como intérprete de carrera.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| En 1993, una diseñadora gráfica de Beverly Hills que dijo que tenía una relación con Sharkey de 1985 a 1991 anunció que estaba demandando los bienes de Sharkey.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| Diseñadora Nicole Miller utilizó Lynn's "The Last High ( Y - Tron Remix ) " para su campaña de primavera de 2013.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| La diseñadora de vestuario Daphne Dare utilizó la licencia artística con sus trajes en el serial, ya que los aztecas masculinos por lo general sólo usaban breves taparrabos y capas, mientras que las mujeres eran a menudo topless.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Su madre, Tessa, una diseñadora de interiores pasó tiempo con sus hijos jugando al tenis durante su infancia.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Su abuela materna era una diseñadora talentosa ella misma, y ella mostró talento como una niña en el dibujo y la fabricación de ropa para sus muñecas.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (2 de febrero de 1919 - 15 de enero de 1980) fue una diseñadora de moda estadounidense, activa 1940-80, que fue conocida por sus diseños discretos, femeninos que eran accesibles para las mujeres estadounidenses con un ingreso limitado.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| La diseñadora elogió su aspecto y fotografías fuertes, pero criticó su caminata en pista, así como su falta de contacto visual.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Su diseñador era John Henslow, y ella era idéntica a su contemporáneo, excepto que "Echo" era un barco - sloop y "Ocupado" era un bergantín - sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai también ha trabajado como diseñadora gráfica y periodista de videojuegos freelance y a través de su trabajo con Microsoft ha sido patrocinada por la empresa, con un logotipo Xbox 360 en su equipo.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| En octubre de 2014, tras la publicación de la biografía autorizada de Vivienne Westwood por el diseñador de moda y su co-autor Ian Kelly, Gorman acusó a los autores y al editor Picador de plagiar secciones sustanciales de material de su libro " ".
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (nacida el 24 de agosto de 1967) es una diseñadora de vestuario estadounidense, que tal vez sea más conocida por su trabajo en las películas " Harry Potter y la piedra filosofal " (2001), " Seabiscuit " (2003) y " The Hunger Games " (2012), así como varias películas dentro del Universo Cinematográfico Marvel.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| Uno de los antiguos residentes de Satoya, sin embargo, resulta ser un famoso diseñador que posee una villa en Miyakojima que se ofrece a dejar que Jun se convierta en una posada.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Ella se convirtió en diseñadora ella misma en la compañía durante la década de 1930 y creó una serie de patrones en porcelana ósea y artículos de Queen para Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| La diseñadora también dijo que tenía que hacer algunas adaptaciones a un traje usado por Ormond, ya que es una forma de cuerpo completamente diferente a su personaje, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| La diseñadora americana Anne Fogarty fue especialmente destacada por sus diseños de faldas completas usados sobre enaguas crinolinas, que siempre fueron prendas separadas del vestido para permitir la facilidad de movimiento y de viaje.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| La diseñadora de paisaje urbano estadounidense Renée Gunter utiliza esta planta en su césped del sur de Los Ángeles como una alternativa resistente a la sequía a las plantas más sedientas.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Cuando regresó a Alabama contrató a un diseñador para un dispositivo operado a mano para mantener un parabrisas despejado y una empresa local produjo un modelo de trabajo.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Hombro pads originalmente se hizo popular para las mujeres en la década de 1930 cuando la diseñadora de moda Elsa Schiaparelli los incluyó en sus diseños de 1931.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Entonces el diseñador insiste en que el dueño de casa se vaya y no regrese a su casa en 2 días mientras el diseñador y su tripulación se preparan para terminar de renovar su casa con un presupuesto de menos de $ 5000.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck es una diseñadora escénica con sede en la ciudad de Nueva York que es conocida por su trabajo en el musical de Anaïs Mitchell "Hadestown" en y fuera - Broadway y en Londres, John Leguizamo's "Latin History for Morons" en y fuera - Broadway, y su extenso fuera - Broadway trabajo.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| La diseñadora de vestuario Karyn Wagner habló de su papel dentro de "The Possibilities ", más aún su participación en la secuencia de furgonetas con Cassidy, Fiore y DeBlanc, donde Wagner declaró, " Para un truco como este, tienes que considerar lo que se puede obtener 8 a 12 de, porque no hay múltiples tomas para los actores principales.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| En su colección " Ariege ", la diseñadora de moda Marcela Calvet nombró uno de sus bolsos más buscados - después de " Corinne ", en su honor.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| En 2003, el diseñador lanzó su fragancia Dolly Girl junto con varios sets de edición limitada en la serie Dolly Girl.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| La diseñadora británica Gina Franklyn vendió modas británicas fuera de su tienda 99, ubicada en 99 MacDougal Street en el Greenwich Village de Nueva York.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Ella era la hija mayor del comerciante Herman Kohany ( 1882-1942 ) que pereció en el Holocausto en circunstancias desconocidas, y Paulina Kohany, née Raaber ( 1882-1942 ), una diseñadora de porcelana en su juventud, que fue asesinado junto con su hija menor Hilde Kohany ( 1920-1942 ) en Treblinka.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's padre fue teólogo Morris S. Seale, su hermana fue Thea Porter la diseñadora de moda y su hermano fue escritor y periodista Patrick Seale.
