Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's mère est une joaillerie designer et son père est un avocat.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow était le chef dessinateur - designer et son travail a été crucial pour leur stratégie de standardisation des formes et des composants de coque, augmentant ainsi l'efficacité et la rentabilité.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Son père était un projecteur de cinéma et son grand-père fait des pièces pour les machines de phonographe.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén était un designer industriel, et après son diplôme de Columbia, a enseigné des cours de design publicitaire à son alma mater, Cooper Union, et The New School, tous deux à Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Le designer a vu ses vêtements originaux au Musée National de Costume.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| En effet, les modèles jouent fondamentalement le même rôle dans l'économie que dans la mode : ils fournissent un cadre articulé sur lequel montrer votre matériel à l'avantage... ; un rôle utile, mais chargé des dangers que le designer peut se laisser emporter par son inclination personnelle pour le modèle, tandis que les clients peuvent oublier que le modèle est plus rationalisé que la réalité.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| Malgré sa colère initiale, le designer, Walter Allward, voit des compétences étonnantes de sculpture au sein de Klara, et comment le portrait du visage du jeune homme augmente l'allégorie tant désirée pour ces jeunes hommes qui ont été perdus dans la guerre.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| Ghanéen acclamé internationalement - le designer britannique Ozwald Boateng a présenté des costumes d'impression africaine dans sa collection 2012.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| Le designer Romeo Gigli m'a utilisé comme sa muse, et a conçu une collection entière sur moi.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| Dans son livre, " Craft of Gardens ", le designer de jardin Ji Cheng a écrit : " L'esprit et le charme des montagnes et des forêts doivent être étudiés en profondeur ;... seule la connaissance du réel permet la création de l'artificiel, de sorte que l'œuvre créée possède l'esprit du réel, en partie à cause de l'inspiration divine, mais surtout à cause de l'effort humain.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Designer de mode Jasper Conran est son fils avec sa deuxième épouse, l'écrivain Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| Costume designer William Ware Theiss a commencé à travailler sur de nouveaux modèles pour les uniformes Starfleet, certains basés sur ses créations pour " The Original Series ", d'autres étant un départ radical.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| Le concepteur du jeu, Phil Fish, est devenu connu d'une manière inhabituelle pour les développeurs de jeu en raison de sa prédominance dans ", qui est sorti en 2012.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| milliardaire designer industriel, et fondateur de la société Dyson, James Dyson a promis son soutien pour le projet.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (né le 26 mai 1967 ) est un grand créateur de chapeau, qui a été principalement basé à Londres pour sa carrière, et qui a été décrit par le magazine " Vogue " comme " peut - être le plus grand milliner vivant ".
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Pendant les premières années de la SECR, les services de passagers express ont été bien servis par les classes'D'et'E'4-4-0 de Wainwright mais les charges ont continué à augmenter et en 1912 le concepteur a réalisé qu'il aurait bientôt besoin de locomotives plus puissantes.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| Macdonald's formation en tant que designer et son intérêt pour les peintures pour enfants a encouragé son expérimentation avec l'art abstrait.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli était le designer principal de la ville et son plan a quitté l'architecture maltaise médiévale, qui exposait des rues et ruelles sinueuses irrégulières.
Every year , the designer takes his guests into a surreal world . ||| Chaque année, le designer emmène ses invités dans un monde surréaliste.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| En tant que concepteur principal dans la société Bebb et Gould, avec son partenaire, Charles H. Bebb, Gould a été responsable de nombreux bâtiments remarquables du Pacifique Nord-Ouest, comme le Seattle Art Museum original et le plan de campus de l'Université de Washington.
Fashion designer Paul Poiret played himself . ||| Designer de mode Paul Poiret a joué lui-même.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| Dans cette session, le designer Charles - Nicolas Cochin a également été admis pour son design de cette impression.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| En 2010, le designer a présenté sa collection extérieure, " Esclave ", dans le cadre de Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (né vers 1963 ) est un designer de costume américain qui a été nommé à la fois pour un Tony Award et un Drama Desk Award en 2009 pour son travail sur le renouveau de Broadway de la comédie musicale " Hair ".
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| Le concepteur du jeu, Kevin Wilson, affirme qu'il peut gagner également bien quelle que soit l'équipe qu'il joue.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| Le designer principal a discuté de son casting : " Il me semblait une bonne idée, comme casting à travers Instagram semblait cool, actuel et fort.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| Le designer de mode Alexander McQueen s'est suicidé en se pendant à son appartement dans 7 Green Street en 2010.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez " le designer et fondateur de Polytron Phil Fish a gagné le statut de célébrité pour sa personnalité publique franche et son importance dans le documentaire 2012 " ", qui a détaillé " Fez " les dernières étapes du développement et les questions juridiques liées à Polytron.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| Le designer de production Simon Bowles a remporté un prix de la British Film Designers Guild le 27 janvier 2013 pour son design de production sur ce film.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| Le designer, Draper Kauffman, a essayé de développer un "« jeu de stratégie globale " » depuis de nombreuses années quand il a reçu une copie de Illuminati.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| La mère de Mannara est une créatrice de bijoux et son père est un avocat.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, une timide designer de personnage qui a créé l'immense populaire chien rose Maromi, se retrouve sous pression pour répéter son succès.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| Costume designer Julie Weiss a également été nominé pour son travail, mais a perdu à James Acheson de " Restauration ".
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Cet événement a cimenté le partenariat croissant avec Stella Jean, alors que la designer étend son travail à plus de pays où l'Initiative travaille :
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| La designer a ouvert son premier emplacement de vente au détail en 1992 au 113 Greene Street dans le quartier Soho de New York.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| La créatrice de Dior Fine Joaillerie Victoire de Castellane a lancé sa propre montre intitulée " Le D de Dior ".
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Aujourd'hui, elle cherche à vendre son entreprise Donna Karan, moins d'un an après que la créatrice de mode a démissionné de sa marque de namesake.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| Paris a été la destination finale pendant la saison des spectacles d'hiver et la designer britannique Vivienne Westwood en a fait le modèle principal dans son spectacle.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| était une créatrice de costumes britannique, qui a été nominé pour les Oscars pour ses dessins sur " Agatha " ( 1979 ) et " Reds " ( 1981 ).
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| Dès lors la designer a choisi sa manière très individuelle dîner par des partenaires forts tels que The Space Cinema in Piazza Duomo e la Rinascente Milano en février 2020.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| La créatrice Patricia Zipprodt a été nominée pour un Tony Award et Drama Desk Award pour ses dessins de costumes sur le renouveau d'Alice au pays des merveilles.
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| La designer a également créé une ligne d'accessoires de maison appelé Swell, basé sur une série de livres qu'elle a co-écrit avec l'ami Ilene Rosenzweig, qui a fait ses débuts à Target en 2003.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Son père, Raymond W. Lewis, Jr., était une designer aérospatiale et sa mère, Dorothy Borwick Lewis McIntyre une directrice de loisirs.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitieuse, elle a également insisté sur la loge 55 parce que c'était son numéro de chance et a exigé que Hubert de Givenchy, sa créatrice de longue date, soit créditée dans le film pour son parfum.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Une créatrice de vêtements autodidacte, Immonen a ouvert sa première boutique de design à Helsinki pendant la Seconde Guerre mondiale en 1942 qui est devenue un succès malgré les pénuries des années suivantes.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Sa mère est une graphiste et son père, qui est mort quand Carré était un adolescent, était un concepteur et animateur médico-légal.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| La créatrice et collectionneuse d'art française Hubert de Givenchy a travaillé avec Lane sur sa première couverture majeure de l'art européen et du marché de l'art.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Une designer d'intérieur juive vivant à New York, elle vit avec son meilleur ami gay, Will Truman ( joué par Eric McCormack), pour une majorité de la série.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| La créatrice de mode Izawa avait fait le long voyage vers le bas avec sa propre robe de mariée fait main dans l'intention de remplir les plans du couple de mariage.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Sa mère, Patricia MacTaggart, est une designer d'intérieur basée à Londres et son père, Xavier Botana, est une artiste argentine qui vit à Buenos Aires.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| La créatrice a identifié Sévérine à travers sa sexualité, et a voulu présenter le personnage comme " sexy et exceptionnel et sombre " en la faisant apparaître aussi nue que possible.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| En 1926, dans sa première année d'études à la célèbre école de design Bauhaus à Dessau, en Allemagne, la designer textile Margaretha Reichardt a entrepris un cours préliminaire dirigé par Josef Albers et László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Sa mère est une créatrice de mode et son père travaille dans l'industrie de la construction.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| Costume designer Antonella Cannarozzi a été nominé pour un Oscar pour le meilleur design de costume pour son travail dans le film, mais le prix est allé à Colleen Atwood pour " Alice in Wonderland ".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes ( 14 octobre 1897 – 20 septembre 1972 ) était une designer textile américaine et tisserand réputée pour ses tissus modernes et innovants, conçus sur mesure pour les architectes et les designers d'intérieur.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Un fantôme d'écrivain Hearst a écrit la page de journal après 1918, mais la designer elle-même a écrit les caractéristiques " Bon ménage " et " Harper's Bazaar " tout au long de leur durée, bien que la responsabilité de produire une pièce régulière s'est avérée difficile, et elle a manqué plusieurs échéances.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Sa mère était une designer d'intérieur et son père un "pied noir" et un agent immobilier.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| La designer a d'abord obtenu une reconnaissance internationale en 2000 avec sa collection „Déclaration d'amour à l'Allemagne.
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| La créatrice s'appuie également sur ses études de Bohème, Romantisme sombre, et l'amour pour la littérature, l'art et la musique du mouvement Decadent.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair a été fondée en 1989 par Lotte Davis, une graphiste sud - africaine née et son mari John Davis, coiffeur de Liverpool, dans leur sous - sol de Vancouver du Nord.
Everything is produced in Moscow under the strict control of the designer herself . ||| Tout est produit à Moscou sous le contrôle strict de la designer elle-même.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| La créatrice de mode Valentino a commenté une fois sa ressemblance physique avec Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai est née en 1978 de parents d'origine artistique, son père étant graphiste et sa mère travaillant pour la créatrice de mode japonaise Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Aucun réalisateur, chorégraphe, décorateur ou customiste n'a été embauché comme à son époque comme interprète de carrière.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| En 1993, une graphiste de Beverly Hills qui a déclaré qu'elle avait eu une relation avec Sharkey de 1985 à 1991 a annoncé qu'elle poursuivait la succession de Sharkey.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| La créatrice Nicole Miller a utilisé Lynn's " The Last High ( Y - Tron Remix ) " pour sa campagne du printemps 2013.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| Costume designer Daphne Dare utilisé licence artistique avec ses costumes dans la série, puisque les hommes Aztèques ne portaient généralement que slip toiles et manteaux, tandis que les femmes étaient souvent topless.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Sa mère, Tessa, une designer d'intérieur a passé du temps avec ses enfants à jouer au tennis pendant leur enfance.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Sa grand-mère maternelle était une designer talentueuse elle-même, et elle a montré le talent comme une jeune fille dans le dessin et la confection de vêtements pour ses poupées.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (2 février 1919 – 15 janvier 1980) était une créatrice de mode américaine, active de 1940 à 1980, qui a été notée pour ses conceptions sous-estimées, ladylike qui étaient accessibles aux femmes américaines sur un revenu limité.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| La designer a loué son look et des photos fortes, mais a critiqué sa marche sur piste ainsi que son manque de contact visuel.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Sa créatrice était John Henslow, et elle était identique à son contemporain, sauf que "Echo" était un bateau - sloop et " Busy " était un brick - sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai a également travaillé comme graphiste freelance et journaliste de jeux vidéo et à travers son travail avec Microsoft elle a été sponsorisée par l'entreprise, portant un logo Xbox 360 sur son équipement.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| En octobre 2014, suite à la publication de la biographie autorisée Vivienne Westwood par la créatrice de mode et son coauteur Ian Kelly, Gorman a accusé les auteurs et l'éditeur Picador de plagiariser des parties substantielles du matériel de son livre ".
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (née le 24 août 1967 ) est une créatrice de costumes américaine, qui est peut-être plus connue pour son travail sur les films " Harry Potter et la Pierre Philosophe " ( 2001 ), " Seabiscuit " ( 2003 ) et " The Hunger Games " ( 2012 ), ainsi que divers films dans l'Univers cinématographique Marvel.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| L'un des anciens résidents de Satoya, cependant, se révèle être une designer célèbre qui possède une villa en ruine sur Miyakojima qu'elle propose de laisser Jun se transformer en une auberge.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Elle est devenue designer elle-même à l'entreprise au début des années 1930 et a créé un certain nombre de modèles sur la porcelaine osseuse et Queen  φs pour Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| La designer a également dit qu'elle a dû faire quelques adaptations à un costume porté par Ormond, car elle est une forme de corps complètement différente de son personnage, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| La créatrice américaine Anne Fogarty a été particulièrement remarquée pour ses motifs à jupes pleines portés sur des jupons crinolines, qui ont toujours été des vêtements séparés de la robe pour faciliter le mouvement et le voyage.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| American urban paysagiste designer Renée Gunter utilise cette plante dans sa pelouse de Los Angeles du Sud comme une alternative à la sécheresse - résistant aux plantes plus soif.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Quand elle est revenue à l'Alabama, elle a embauché un concepteur pour un appareil à commande manuelle pour garder un pare-brise clair et a fait produire un modèle de travail par une entreprise locale.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Les coussinets d'épaules sont devenus à l'origine populaires pour les femmes dans les années 1930 quand la créatrice de mode Elsa Schiaparelli les a inclus dans ses dessins de 1931.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Alors la designer insiste pour que le propriétaire de la maison quitte et ne retourne pas dans leur maison dans 2 jours que la designer et son équipage se prépare à finir de rénover leur maison avec un budget de moins de 5000 $.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck est une scénariste basée à New York City qui est connue pour son travail dans Anaïs Mitchell's musical " Hadestown " sur et hors - Broadway et à Londres, John Leguizamo's " Latin History for Morons " sur et hors - Broadway, et son vaste travail hors - Broadway.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Costume designer Karyn Wagner a parlé de son rôle dans " The Possibilitys ", plus ainsi son implication dans la séquence de van avec Cassidy, Fiore et DeBlanc, où Wagner a déclaré, " Pour une cascade comme celle-ci, vous devez considérer ce que vous pouvez obtenir 8 à 12 de, parce que vous neez multiple prend pour les principaux acteurs.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| Dans sa collection " Ariege ", la créatrice Marcela Calvet a nommé l'un de ses sacs à main les plus recherchés " Corinne ", en son honneur.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| En 2003, la designer a lancé son parfum Dolly Girl ainsi que plusieurs ensembles en édition limitée dans la série Dolly Girl.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| La designer britannique Gina Franklyn a vendu des vêtements de mode britanniques dans sa boutique 99, située au 99 MacDougal Street dans le Greenwich Village de New York.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Elle était la fille aînée du marchand Herman Kohany ( 1882-1942 ) qui a péri dans l'Holocauste dans des circonstances inconnues, et Paulina Kohany, née Raaber ( 1882-1942 ), une créatrice de porcelaine dans sa jeunesse, qui a été tuée avec sa fille cadette Hilde Kohany ( 1920-1942 ) à Treblinka.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's père était théologien Morris S. Seale, sa sœur était Thea Porter la créatrice de mode et son frère était écrivain et journaliste Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| La mère biologique de Mia qui a souvent été dépeint comme un personnage sans visage qui a vécu à New York comme designer de mode ayant son visage toujours couvert par une sculpture, dans la première moitié du spectacle.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Deux jours plus tard le projet a été révélé être un canular perpétré par Funny Or Die, après que la designer de la vidéo a posté l'expérience sur son CV en ligne.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| la créatrice Dhafali Devi a remporté le prix pour son tapis dans la catégorie Discipline.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| La ligne Sui par Anna Sui et sa ligne de jeans ont continué à fonctionner après que la designer a quitté son travail de designer à Gilmar's Cento X Cento.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Comme la créatrice de costumes Rita Riggs décrit dans son 2001 Archives of American Television interview, L'idée de Lear était de créer le sentiment des tons de sépia, dans une tentative de faire sentir aux téléspectateurs comme s'ils regardaient un vieux album familial.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Après la mort de sa mère, la créatrice de mode de New York Lisa Rayborn ( Natasha Henstridge ) retourne à sa ville natale et à sa ferme familiale.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack est une créatrice de costumes qui a été nommée pour un Oscar pour le meilleur design de costume aux 73ème Academy Awards pour son travail dans " How the Grinch Stole Christmas ".
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Il est important que pour être un dessin industriel le produit doit être produit d'une manière industrielle, par exemple un artisan ca ne pas être considéré comme un designer industriel bien qu'elle puisse contester les mêmes aspects d'un produit.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, née le 5 juillet 1953 ) est une créatrice de mode britannique qui est surtout connue pour sa conception, avec son ancien mari David Emanuel, la robe de mariée portée par Diana, princesse de Galles, en 1981.
designer Dhafali Devi won the award for her rug . ||| designer Dhafali Devi a remporté le prix pour son tapis.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| La designer Jill Richards, elle-même une actrice hollywoodienne d'environ la même époque, l'a favorisé dans ses collections des années 70, attirant une clientèle de noms tels que Nancy Reagan.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown ( 24 novembre 1892 – 26 mars 1987) était une peintre, éducatrice et designer textile de Hoosier qui est surtout connue pour ses motifs abstraits, colorés et audacieux pour ses tissus, ainsi que pour sa figure, son genre, ses paysages et ses peintures à la nature florale en aquarelle, ses médias préférés.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| La designer en chef de Chanel Karl Lagerfeld a noté Zhou Xun pour son fort sens de la mode, décrivant l'actrice comme " une synthèse de jeune Coco Chanel et Ballet Troupe Zizi Jeanmaire. "
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Elle a représenté la créatrice de mode `` Margo Lynley '' de la création de la série'jusqu'en 1992, quand elle est partie pour commencer une famille.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Sous le label " LalicA ", la créatrice produit sa ligne de vêtements depuis 2002.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Il a également amené des collaborateurs première fois designer de production Barbara Ling basé sur son travail dans la recréation de cadres historiques dans "The Doors", et la créatrice de costumes Arianne Phillips, qui avait une forte liste de clients à son nom, y compris Tom Ford, James Mangold et Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Pope a choisi de quitter Naughty Dog vers 2010, après " a été libéré, de déménager à Saitama, Japon, avec sa femme Keiko, une designer de jeu elle-même.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| La créatrice de production Mihaela Poenaru s'est inspirée de ses souvenirs de l'époque pour préparer les lieux.
