The cook says that she can stay if she wants , but Hushpuppy says that she ' s got to go home . ||| La cocinera dice que puede quedarse si quiere, pero Hushpuppy dice que tiene que irse a casa.
Mrs Caroline Hordern was a keen cook and the two - storey kitchen wing was heavily influenced by her . ||| La señora Caroline Hordern era una cocinera entusiasta y el ala de cocina de dos plantas fue fuertemente influenciada por ella.
As a result , the members of the former high - born Southern family take the servant positions , with Claudia as cook , her sister Elizabeth as maid , and her brothers as a butler and general worker . ||| Como resultado, los miembros de la antigua familia sureña de origen alto toman las posiciones de sirviente, con Claudia como cocinera, su hermana Elizabeth como sirvienta, y sus hermanos como mayordomo y trabajador general.
Papa Threadgoode gives Idgie money to start a business so she can care for Ruth and Buddy Jr. She and Ruth open the Whistle Stop Cafe , employing the family cook , Sipsey , and her son , Big George , who excels with a barbecue that becomes popular with their patrons . ||| Papa Threadgoode le da dinero a Idgie para iniciar un negocio para que pueda cuidar de Ruth y Buddy Jr. Ella y Ruth abren el Whistle Stop Cafe, empleando al cocinero de la familia, Sipsey, y su hijo, Big George, que sobresale con una barbacoa que se hace popular entre sus clientes.
Aside from the cook herself , the only person who can stomach Asahi 's cuisine is Gohgei , a young monk who watched over her as a child . ||| Aparte de la cocinera misma, la única persona que puede soportar la cocina de Asahi es Gohgei, un joven monje que la cuidó de niña.
At the rise of the curtain , Gianna the cook and her scullery maids are busy preparing dinner , but Gianna no sooner leaves the kitchen than the scullery maids abandon their duties and begin to dance and play with saucepans and skillets . ||| En la subida de la cortina, Gianna la cocinera y sus criadas de cocina están ocupadas preparando la cena, pero Gianna deja la cocina tan pronto como las criadas de cocina abandonan sus deberes y comienzan a bailar y jugar con cacerolas y sarténs.
Asha is an excellent cook and cooking is her favorite hobby . ||| Asha es una excelente cocinera y cocinar es su pasatiempo favorito.
Dick Green 's wife , Charlotte , a negro cook who described herself as the only female American woman to George Ruxton at the time of his visit in 1848 as " de only lady in de whole damn Injun country " . ||| La esposa de Dick Green, Charlotte, una cocinera negra que se describió a sí misma como la única mujer americana a George Ruxton en el momento de su visita en 1848 como " de única dama en todo el maldito país indio ".
The next morning , the cook set her to make soup for the king , and she put her golden ring in it . ||| A la mañana siguiente, la cocinera la puso para hacer sopa para el rey, y ella puso su anillo de oro en ella.
Shaken , Ronda returns to the kitchen where Eddie Martin ( Bobby Darin ) , the cook and her boyfriend , asks if that was him and she nods her head ' yes ' . ||| Shaken, Ronda vuelve a la cocina donde Eddie Martin ( Bobby Darin ), la cocinera y su novio, pregunta si era él y ella asiente con la cabeza'sí '.
Her mother was a scratch cook and her steelworker father a gardener . ||| Su madre era una cocinera de rasguños y su padre trabajador de acero un jardinero.
Her father was a restaurant cook and her mother , who wished to be a writer , stayed at home . ||| Su padre era un cocinero de restaurante y su madre, que deseaba ser un escritor, se quedó en casa.
Satya , Lucky and Gopal enter the house as Satya Menon , a Malayali cook and her assistants . ||| Satya, Lucky y Gopal entran en la casa como Satya Menon, una cocinera malayali y sus asistentes.
He shares the lonely home with his live - in cook and her daughter , Celeste . ||| Él comparte el hogar solitario con su vivo - en cocinero y su hija, Celeste.
In two volumes of memoirs , he recounted his memories of the Council House Fight in 1840 ( in which the family 's cook saved his life ) , the evacuation of the city during the incursion by Gen. Rafael Vásquez in 1842 , and his father 's return from the prison at Perote , Veracruz , in 1843 . ||| En dos volúmenes de memorias, contó sus recuerdos de la Casa del Consejo Lucha en 1840 (en la que el cocinero de la familia salvó su vida ), la evacuación de la ciudad durante la incursión del general Rafael Vásquez en 1842, y el regreso de su padre de la prisión en Perote, Veracruz, en 1843.
Ghote asks to see the dishes the meal was served in and the cook reveals that he is an unreliable witness by first claiming the dishes are washed then offering an `` unwashed dish '' which is actually a clean dish with leftovers from the dustbin added . ||| Ghote pide ver los platos en los que se sirvió la comida y el cocinero revela que él es un testigo poco confiable al afirmar primero que los platos se lavan y luego ofrecer un "plato sin lavar" que es en realidad un plato limpio con sobras de la papelera añadida.
The cook and his wife left a warm cloak for the ghost , and the next night they heard , " " ||| El cocinero y su esposa dejaron una capa caliente para el fantasma, y la noche siguiente oyeron, ""
Fascinated by his mother , Guillaume imitates her voice to the family cook and his grandmother , Babou . ||| Fascinado por su madre, Guillaume imita su voz al cocinero de la familia y su abuela, Babou.
His : mother Elena Kolesnikova was a cook , and his father , Andrei Ivanovich Zakharenkov , a steelworker . ||| Su: madre Elena Kolesnikova era un cocinero, y su padre, Andrei Ivanovich Zakharenkov, un trabajador de acero.
A cook by trade , in 2019 , he will make his television debut in the 2019 PDC World Cup of Darts , partnering Andrea Micheletti . ||| Un cocinero de comercio, en 2019, hará su debut en la televisión en el PDC Copa Mundial de Dardos 2019, en asociación con Andrea Micheletti.
The cook explains how he had saved Sun and Moon . ||| El cocinero explica cómo había salvado Sol y Luna.
The cook says that she can stay if she wants , but Hushpuppy says that she ' s got to go home . ||| La cocinera dice que puede quedarse si quiere, pero Hushpuppy dice que tiene que irse a casa.
The South Australian cook Maggie Beer has popularised the use of verjuice in her cooking and it is being used increasingly in South Australian restaurants . ||| La cocinera de Australia del Sur Maggie Beer ha popularizado el uso del verjugo en su cocina y se está utilizando cada vez más en restaurantes de Australia del Sur.
The cook set out herself . ||| La cocinera se puso en marcha.
Camp cook , Juanita -LRB- Virginia Mendoza -RRB- becomes scared , thinking Trevor Moorehouse murdered James , and so decides she will leave the camp later that day . ||| Cocinera de campamento, Juanita -LRB- Virginia Mendoza -RRB- se asusta, pensando Trevor Moorehouse asesinó a James, y así decide que saldrá del campamento más tarde ese día.
Because she helps lay the fires , the palace cook nicknamed her " Embers " ( she is , of course , the Discworld version of Cinderella , although the full nickname " Emberella " is referred to as sounding " like something you 'd put up in the rain " ) . ||| Debido a que ayuda a poner los fuegos, la cocinera del palacio apodó a sus " Embers " (ella es, por supuesto, la versión de Discworld de Cenicienta, aunque el apodo completo " Emberella " se conoce como sonando " como algo que se pondría en la lluvia " ).
In the hierarchy of domestic service , a cook usually earned her position through apprenticeship , perhaps beginning in service as a kitchen maid . ||| En la jerarquía del servicio doméstico, un cocinero generalmente ganó su puesto a través del aprendizaje, tal vez comenzando en el servicio como una criada de cocina.
Buccola who arrived from Italy with his cook and her husband to take the reins of the New England Mafia . ||| Buccola que llegó de Italia con su cocinera y su marido para tomar las riendas de la mafia de Nueva Inglaterra.
The New Zealand cook and author Annabel Langbein , who owns a small estate at the side of the lake , filmed her series " The Free Range Cook " and " Simple Pleasures " here . ||| La cocinera y autora de Nueva Zelanda Annabel Langbein, que posee una pequeña finca al lado del lago, filmó su serie "The Free Range Cook" y "Simple Pleasures" aquí.
As she recalled in an interview , `` I had to go home , take care of my family , cook and clean , and all of those things '' . ||| Como recordó en una entrevista, ``Tuve que ir a casa, cuidar de mi familia, cocinar y limpiar, y todas esas cosas ''.
Both of Guerrero ’s parents worked in a priory of the Trinitarian friars in Seville , her father as a cook and her mother as a laundress and seamstress . ||| Ambos padres de Guerrero trabajaron en un priorato de los frailes trinitarios en Sevilla, su padre como cocinero y su madre como lavandera y costurera.
Mexican cook and author Josefina Velázquez de León wrote more than 140 cookbooks in her lifetime . ||| La cocinera y escritora mexicana Josefina Velázquez de León escribió más de 140 libros de cocina en su vida.
She was giving casual public performances by the spring of 1908 , when she played the accordion at the logging camp where she worked as a cook and her father as a lumberjack . ||| Estaba dando actuaciones públicas ocasionales en la primavera de 1908, cuando tocó el acordeón en el campo de tala donde trabajó como cocinera y su padre como leñador.
Mrs Caroline Hordern was a keen cook and the two - storey kitchen wing was heavily influenced by her . ||| La señora Caroline Hordern era una cocinera entusiasta y el ala de dos plantas de la cocina estaba fuertemente influenciada por ella.
As a result , the members of the former high - born Southern family take the servant positions , with Claudia as cook , her sister Elizabeth as maid , and her brothers as a butler and general worker . ||| Como resultado, los miembros de la antigua familia sureña de origen alto toman las posiciones de sirviente, con Claudia como cocinera, su hermana Elizabeth como sirvienta, y sus hermanos como mayordomo y trabajador general.
Papa Threadgoode gives Idgie money to start a business so she can care for Ruth and Buddy Jr. She and Ruth open the Whistle Stop Cafe , employing the family cook , Sipsey , and her son , Big George , who excels with a barbecue that becomes popular with their patrons . ||| Papa Threadgoode le da dinero a Idgie para iniciar un negocio para que pueda cuidar de Ruth y Buddy Jr. Ella y Ruth abren el Whistle Stop Cafe, empleando al cocinero de la familia, Sipsey, y su hijo, Big George, que sobresale con una barbacoa que se hace popular entre sus clientes.
Aside from the cook herself , the only person who can stomach Asahi 's cuisine is Gohgei , a young monk who watched over her as a child . ||| Aparte de la propia cocinera, la única persona que puede soportar la cocina de Asahi es Gohgei, un joven monje que la cuidó de niña.
At the rise of the curtain , Gianna the cook and her scullery maids are busy preparing dinner , but Gianna no sooner leaves the kitchen than the scullery maids abandon their duties and begin to dance and play with saucepans and skillets . ||| En la subida de la cortina, Gianna la cocinera y sus criadas esculpidas están ocupadas preparando la cena, pero Gianna deja la cocina tan pronto como las criadas esculpidas abandonan sus deberes y comienzan a bailar y jugar con cacerolas y sartenes.
Asha is an excellent cook and cooking is her favorite hobby . ||| Asha es una excelente cocinera y cocinar es su pasatiempo favorito.
Dick Green 's wife , Charlotte , a negro cook who described herself as the only female American woman to George Ruxton at the time of his visit in 1848 as " de only lady in de whole damn Injun country " . ||| La esposa de Dick Green, Charlotte, una cocinera negra que se describió a sí misma como la única mujer americana a George Ruxton en el momento de su visita en 1848 como " de única dama en todo el maldito país indio ".
The next morning , the cook set her to make soup for the king , and she put her golden ring in it . ||| A la mañana siguiente, la cocinera la puso para hacer sopa para el rey, y ella puso su anillo de oro en ella.
Shaken , Ronda returns to the kitchen where Eddie Martin ( Bobby Darin ) , the cook and her boyfriend , asks if that was him and she nods her head ' yes ' . ||| Shaken, Ronda vuelve a la cocina donde Eddie Martin ( Bobby Darin ), la cocinera y su novio, pregunta si era él y ella asiente con la cabeza'sí '.
Her mother was a scratch cook and her steelworker father a gardener . ||| Su madre era una cocinera de rasguños y su padre trabajador de acero un jardinero.
Her father was a restaurant cook and her mother , who wished to be a writer , stayed at home . ||| Su padre era cocinero de restaurante y su madre, que deseaba ser escritora, se quedó en casa.
Satya , Lucky and Gopal enter the house as Satya Menon , a Malayali cook and her assistants . ||| Satya, Lucky y Gopal entran en la casa como Satya Menon, un cocinero malayali y sus asistentes.
He shares the lonely home with his live - in cook and her daughter , Celeste . ||| Él comparte el hogar solitario con su cocinera en vivo y su hija, Celeste.
In two volumes of memoirs , he recounted his memories of the Council House Fight in 1840 ( in which the family 's cook saved his life ) , the evacuation of the city during the incursion by Gen. Rafael Vásquez in 1842 , and his father 's return from the prison at Perote , Veracruz , in 1843 . ||| En dos volúmenes de memorias, contó sus recuerdos de la Casa del Consejo Lucha en 1840 (en la que el cocinero de la familia salvó su vida ), la evacuación de la ciudad durante la incursión del general Rafael Vásquez en 1842, y el regreso de su padre de la prisión en Perote, Veracruz, en 1843.
Ghote asks to see the dishes the meal was served in and the cook reveals that he is an unreliable witness by first claiming the dishes are washed then offering an `` unwashed dish '' which is actually a clean dish with leftovers from the dustbin added . ||| Ghote pide ver los platos en los que se sirvió la comida y el cocinero revela que es un testigo poco fiable al afirmar primero que los platos se lavan y luego ofrecer un "plato sin lavar" que en realidad es un plato limpio con sobras del cubo de basura añadido.
The cook and his wife left a warm cloak for the ghost , and the next night they heard , " " ||| El cocinero y su esposa dejaron una capa caliente para el fantasma, y la noche siguiente escucharon, ""
Fascinated by his mother , Guillaume imitates her voice to the family cook and his grandmother , Babou . ||| Fascinado por su madre, Guillaume imita su voz al cocinero de la familia y su abuela, Babou.
His : mother Elena Kolesnikova was a cook , and his father , Andrei Ivanovich Zakharenkov , a steelworker . ||| Su : madre Elena Kolesnikova era un cocinero, y su padre, Andrei Ivanovich Zakharenkov, un trabajador de acero.
A cook by trade , in 2019 , he will make his television debut in the 2019 PDC World Cup of Darts , partnering Andrea Micheletti . ||| Un cocinero por comercio, en 2019, hará su debut en la televisión en la Copa Mundial de Dardos PDC 2019, en asociación con Andrea Micheletti.
The cook explains how he had saved Sun and Moon . ||| El cocinero explica cómo había salvado Sol y Luna.
The cook says that she can stay if she wants , but Hushpuppy says that she ' s got to go home . ||| La cocinera dice que puede quedarse si quiere, pero Hushpuppy dice que tiene que irse a casa.
The South Australian cook Maggie Beer has popularised the use of verjuice in her cooking and it is being used increasingly in South Australian restaurants . ||| La cocinera de Australia del Sur Maggie Beer ha popularizado el uso del verjugo en su cocina y se está utilizando cada vez más en restaurantes de Australia del Sur.
The cook set out herself . ||| La cocinera se puso en marcha.
Camp cook , Juanita -LRB- Virginia Mendoza -RRB- becomes scared , thinking Trevor Moorehouse murdered James , and so decides she will leave the camp later that day . ||| Cocinera de campamento, Juanita -LRB- Virginia Mendoza -RRB- se asusta, pensando Trevor Moorehouse asesinó a James, y así decide que saldrá del campamento más tarde ese día.
Because she helps lay the fires , the palace cook nicknamed her " Embers " ( she is , of course , the Discworld version of Cinderella , although the full nickname " Emberella " is referred to as sounding " like something you 'd put up in the rain " ) . ||| Debido a que ella ayuda a poner los fuegos, la cocinera del palacio apodó a su " Embers " (ella es, por supuesto, la versión Discworld de Cenicienta, aunque el apodo completo " Emberella " se refiere como sonando " como algo que se pondría en la lluvia " ).
In the hierarchy of domestic service , a cook usually earned her position through apprenticeship , perhaps beginning in service as a kitchen maid . ||| En la jerarquía del servicio doméstico, una cocinera generalmente ganó su puesto a través del aprendizaje, tal vez comenzando en el servicio como sirvienta de cocina.
Buccola who arrived from Italy with his cook and her husband to take the reins of the New England Mafia . ||| Buccola que llegó de Italia con su cocinero y su marido para tomar las riendas de la mafia de Nueva Inglaterra.
The New Zealand cook and author Annabel Langbein , who owns a small estate at the side of the lake , filmed her series " The Free Range Cook " and " Simple Pleasures " here . ||| La cocinera y autora neozelandesa Annabel Langbein, propietaria de una pequeña finca al lado del lago, filmó su serie "The Free Range Cook" y "Simple Pleasures" aquí.
As she recalled in an interview , `` I had to go home , take care of my family , cook and clean , and all of those things '' . ||| Como recordó en una entrevista, ``Tuve que ir a casa, cuidar de mi familia, cocinar y limpiar, y todas esas cosas ''.
Both of Guerrero ’s parents worked in a priory of the Trinitarian friars in Seville , her father as a cook and her mother as a laundress and seamstress . ||| Ambos padres de Guerrero trabajaron en un priorato de los frailes trinitarios en Sevilla, su padre como cocinero y su madre como lavandera y costurera.
Mexican cook and author Josefina Velázquez de León wrote more than 140 cookbooks in her lifetime . ||| La cocinera y escritora mexicana Josefina Velázquez de León escribió más de 140 libros de cocina en su vida.
She was giving casual public performances by the spring of 1908 , when she played the accordion at the logging camp where she worked as a cook and her father as a lumberjack . ||| Ella estaba dando actuaciones públicas casuales para la primavera de 1908, cuando ella tocó el acordeón en el campo de tala donde ella trabajaba como cocinera y su padre como leñador.
Mrs Caroline Hordern was a keen cook and the two - storey kitchen wing was heavily influenced by her . ||| La señora Caroline Hordern era una cocinera entusiasta y el ala de cocina de dos plantas estaba fuertemente influenciada por ella.
As a result , the members of the former high - born Southern family take the servant positions , with Claudia as cook , her sister Elizabeth as maid , and her brothers as a butler and general worker . ||| Como resultado, los miembros de la antigua familia sureña de origen alto toman las posiciones de sirviente, con Claudia como cocinera, su hermana Elizabeth como sirvienta, y sus hermanos como mayordomo y trabajador general.
Papa Threadgoode gives Idgie money to start a business so she can care for Ruth and Buddy Jr. She and Ruth open the Whistle Stop Cafe , employing the family cook , Sipsey , and her son , Big George , who excels with a barbecue that becomes popular with their patrons . ||| Papa Threadgoode le da dinero a Idgie para iniciar un negocio para que pueda cuidar de Ruth y Buddy Jr. Ella y Ruth abren el Whistle Stop Cafe, empleando al cocinero de la familia, Sipsey, y su hijo, Big George, que sobresale con una barbacoa que se hace popular entre sus clientes.
Aside from the cook herself , the only person who can stomach Asahi 's cuisine is Gohgei , a young monk who watched over her as a child . ||| Aparte de la propia cocinera, la única persona que puede soportar la cocina de Asahi es Gohgei, un joven monje que la cuidó de niña.
At the rise of the curtain , Gianna the cook and her scullery maids are busy preparing dinner , but Gianna no sooner leaves the kitchen than the scullery maids abandon their duties and begin to dance and play with saucepans and skillets . ||| En la subida de la cortina, Gianna la cocinera y sus criadas de cocina están ocupadas preparando la cena, pero Gianna tan pronto sale de la cocina que las criadas de cocina abandonan sus deberes y comienzan a bailar y jugar con cacerolas y sarténs.
Asha is an excellent cook and cooking is her favorite hobby . ||| Asha es una excelente cocinera y cocinar es su pasatiempo favorito.
Dick Green 's wife , Charlotte , a negro cook who described herself as the only female American woman to George Ruxton at the time of his visit in 1848 as " de only lady in de whole damn Injun country " . ||| La esposa de Dick Green, Charlotte, una cocinera negra que se describió a sí misma como la única mujer americana a George Ruxton en el momento de su visita en 1848 como " de la única dama en todo el maldito país indio ".
The next morning , the cook set her to make soup for the king , and she put her golden ring in it . ||| A la mañana siguiente, la cocinera la puso para hacer sopa para el rey, y ella puso su anillo de oro en él.
Shaken , Ronda returns to the kitchen where Eddie Martin ( Bobby Darin ) , the cook and her boyfriend , asks if that was him and she nods her head ' yes ' . ||| Shaken, Ronda vuelve a la cocina donde Eddie Martin ( Bobby Darin ), el cocinero y su novio, pregunta si era él y ella asiente con la cabeza'sí '.
Her mother was a scratch cook and her steelworker father a gardener . ||| Su madre era una cocinera de rasguños y su padre trabajador de acero un jardinero.
Her father was a restaurant cook and her mother , who wished to be a writer , stayed at home . ||| Su padre era cocinero de restaurante y su madre, que deseaba ser escritora, se quedó en casa.
Satya , Lucky and Gopal enter the house as Satya Menon , a Malayali cook and her assistants . ||| Satya, Lucky y Gopal entran en la casa como Satya Menon, una cocinera malayali y sus asistentes.
He shares the lonely home with his live - in cook and her daughter , Celeste . ||| Él comparte la casa solitaria con su vivo - en cocinero y su hija, Celeste.
In two volumes of memoirs , he recounted his memories of the Council House Fight in 1840 ( in which the family 's cook saved his life ) , the evacuation of the city during the incursion by Gen. Rafael Vásquez in 1842 , and his father 's return from the prison at Perote , Veracruz , in 1843 . ||| En dos volúmenes de memorias, contó sus recuerdos de la Casa del Consejo Lucha en 1840 (en la que el cocinero de la familia salvó su vida ), la evacuación de la ciudad durante la incursión del general Rafael Vásquez en 1842, y el regreso de su padre de la prisión en Perote, Veracruz, en 1843.
Ghote asks to see the dishes the meal was served in and the cook reveals that he is an unreliable witness by first claiming the dishes are washed then offering an `` unwashed dish '' which is actually a clean dish with leftovers from the dustbin added . ||| Ghote pide ver los platos en los que se sirvió la comida y el cocinero revela que es un testigo poco fiable al afirmar primero que los platos se lavan y luego ofrecer un "plato sin lavar" que en realidad es un plato limpio con sobras del cubo de basura añadido.
The cook and his wife left a warm cloak for the ghost , and the next night they heard , " " ||| El cocinero y su esposa dejaron una capa caliente para el fantasma, y la noche siguiente oyeron, " "
Fascinated by his mother , Guillaume imitates her voice to the family cook and his grandmother , Babou . ||| Fascinado por su madre, Guillaume imita su voz al cocinero de la familia y su abuela, Babou.
His : mother Elena Kolesnikova was a cook , and his father , Andrei Ivanovich Zakharenkov , a steelworker . ||| Su : madre Elena Kolesnikova era una cocinera, y su padre, Andrei Ivanovich Zakharenkov, un trabajador de acero.
A cook by trade , in 2019 , he will make his television debut in the 2019 PDC World Cup of Darts , partnering Andrea Micheletti . ||| Un cocinero de oficio, en 2019, hará su debut en la televisión en la Copa Mundial de Dardos PDC 2019, en asociación con Andrea Micheletti.
The cook explains how he had saved Sun and Moon . ||| El cocinero explica cómo había salvado Sol y Luna.
The cook says that she can stay if she wants , but Hushpuppy says that she ' s got to go home . ||| La cocinera dice que puede quedarse si quiere, pero Hushpuppy dice que tiene que irse a casa.
The South Australian cook Maggie Beer has popularised the use of verjuice in her cooking and it is being used increasingly in South Australian restaurants . ||| La cocinera de Australia del Sur Maggie Beer ha popularizado el uso del verjugo en su cocina y se está utilizando cada vez más en restaurantes de Australia del Sur.
The cook set out herself . ||| La cocinera se puso en marcha.
Camp cook , Juanita -LRB- Virginia Mendoza -RRB- becomes scared , thinking Trevor Moorehouse murdered James , and so decides she will leave the camp later that day . ||| Cocinera del campamento, Juanita -LRB- Virginia Mendoza -RRB- se asusta, pensando Trevor Moorehouse asesinó a James, y así decide que saldrá del campamento más tarde ese día.
Because she helps lay the fires , the palace cook nicknamed her " Embers " ( she is , of course , the Discworld version of Cinderella , although the full nickname " Emberella " is referred to as sounding " like something you 'd put up in the rain " ) . ||| Debido a que ella ayuda a poner los fuegos, la cocinera del palacio apodó a su " Embers " (ella es, por supuesto, la versión Discworld de Cenicienta, aunque el apodo completo " Emberella " se refiere como sonando " como algo que se puso en la lluvia " ).
In the hierarchy of domestic service , a cook usually earned her position through apprenticeship , perhaps beginning in service as a kitchen maid . ||| En la jerarquía del servicio doméstico, una cocinera generalmente se ganó su puesto a través del aprendizaje, tal vez comenzando en el servicio como sirvienta de cocina.
Buccola who arrived from Italy with his cook and her husband to take the reins of the New England Mafia . ||| Buccola que llegó de Italia con su cocinero y su marido para tomar las riendas de la mafia de Nueva Inglaterra.
The New Zealand cook and author Annabel Langbein , who owns a small estate at the side of the lake , filmed her series " The Free Range Cook " and " Simple Pleasures " here . ||| La cocinera y autora neozelandesa Annabel Langbein, propietaria de una pequeña finca al lado del lago, filmó su serie "The Free Range Cook" y "Simple Pleasures" aquí.
As she recalled in an interview , `` I had to go home , take care of my family , cook and clean , and all of those things '' . ||| Como ella recordó en una entrevista, ``Tuve que ir a casa, cuidar de mi familia, cocinar y limpiar, y todas esas cosas ''.
Both of Guerrero ’s parents worked in a priory of the Trinitarian friars in Seville , her father as a cook and her mother as a laundress and seamstress . ||| Ambos padres de Guerrero trabajaron en un priorato de los frailes trinitarios en Sevilla, su padre como cocinero y su madre como lavandera y costurera.
Mexican cook and author Josefina Velázquez de León wrote more than 140 cookbooks in her lifetime . ||| La cocinera y escritora mexicana Josefina Velázquez de León escribió más de 140 libros de cocina en su vida.
She was giving casual public performances by the spring of 1908 , when she played the accordion at the logging camp where she worked as a cook and her father as a lumberjack . ||| Ella estaba dando actuaciones públicas casuales en la primavera de 1908, cuando ella tocó el acordeón en el campo de tala donde ella trabajaba como cocinera y su padre como leñador.
Mrs Caroline Hordern was a keen cook and the two - storey kitchen wing was heavily influenced by her . ||| La Sra. Caroline Hordern era una cocinera entusiasta y el ala de cocina de dos plantas estaba fuertemente influenciada por ella.
As a result , the members of the former high - born Southern family take the servant positions , with Claudia as cook , her sister Elizabeth as maid , and her brothers as a butler and general worker . ||| Como resultado, los miembros de la antigua familia sureña de origen alto toman las posiciones de sirviente, con Claudia como cocinera, su hermana Elizabeth como sirvienta, y sus hermanos como mayordomo y trabajadora general.
Papa Threadgoode gives Idgie money to start a business so she can care for Ruth and Buddy Jr. She and Ruth open the Whistle Stop Cafe , employing the family cook , Sipsey , and her son , Big George , who excels with a barbecue that becomes popular with their patrons . ||| Papa Threadgoode le da dinero a Idgie para iniciar un negocio para que pueda cuidar de Ruth y Buddy Jr. Ella y Ruth abren el Whistle Stop Cafe, empleando al cocinero de la familia, Sipsey, y su hijo, Big George, que sobresale con una barbacoa que se hace popular entre sus clientes.
Aside from the cook herself , the only person who can stomach Asahi 's cuisine is Gohgei , a young monk who watched over her as a child . ||| Aparte de la propia cocinera, la única persona que puede soportar Asahi's cocina es Gohgei, un joven monje que la cuidó de niña.
At the rise of the curtain , Gianna the cook and her scullery maids are busy preparing dinner , but Gianna no sooner leaves the kitchen than the scullery maids abandon their duties and begin to dance and play with saucepans and skillets . ||| En la subida de la cortina, Gianna la cocinera y sus criadas de cocina están ocupadas preparando la cena, pero Gianna tan pronto sale de la cocina que las criadas de cocina abandonan sus deberes y comienzan a bailar y jugar con cacerolas y sarténs.
Asha is an excellent cook and cooking is her favorite hobby . ||| Asha es una excelente cocinera y cocinar es su pasatiempo favorito.
Dick Green 's wife , Charlotte , a negro cook who described herself as the only female American woman to George Ruxton at the time of his visit in 1848 as " de only lady in de whole damn Injun country " . ||| La esposa de Dick Green, Charlotte, una cocinera negra que se describió a sí misma como la única mujer americana a George Ruxton en el momento de su visita en 1848 como " de única dama en todo el maldito país indio ".
The next morning , the cook set her to make soup for the king , and she put her golden ring in it . ||| A la mañana siguiente, la cocinera la puso para hacer sopa para el rey, y ella puso su anillo de oro en él.
Shaken , Ronda returns to the kitchen where Eddie Martin ( Bobby Darin ) , the cook and her boyfriend , asks if that was him and she nods her head ' yes ' . ||| Shaken, Ronda vuelve a la cocina donde Eddie Martin ( Bobby Darin ), la cocinera y su novio, pregunta si era él y ella asiente con la cabeza'sí '.
Her mother was a scratch cook and her steelworker father a gardener . ||| Su madre era una cocinera de rasguños y su padre trabajador de acero un jardinero.
Her father was a restaurant cook and her mother , who wished to be a writer , stayed at home . ||| Su padre era cocinero de restaurante y su madre, que deseaba ser escritora, se quedó en casa.
Satya , Lucky and Gopal enter the house as Satya Menon , a Malayali cook and her assistants . ||| Satya, Lucky y Gopal entran en la casa como Satya Menon, una cocinera malayali y sus asistentes.
He shares the lonely home with his live - in cook and her daughter , Celeste . ||| Comparte el hogar solitario con su vida - en cocinero y su hija, Celeste.
In two volumes of memoirs , he recounted his memories of the Council House Fight in 1840 ( in which the family 's cook saved his life ) , the evacuation of the city during the incursion by Gen. Rafael Vásquez in 1842 , and his father 's return from the prison at Perote , Veracruz , in 1843 . ||| En dos volúmenes de memorias, contó sus recuerdos de la Casa del Consejo Lucha en 1840 (en la que el cocinero de la familia salvó su vida ), la evacuación de la ciudad durante la incursión del general Rafael Vásquez en 1842, y el regreso de su padre de la prisión en Perote, Veracruz, en 1843.
Ghote asks to see the dishes the meal was served in and the cook reveals that he is an unreliable witness by first claiming the dishes are washed then offering an `` unwashed dish '' which is actually a clean dish with leftovers from the dustbin added . ||| Ghote pide ver los platos en los que se sirvió la comida y el cocinero revela que es un testigo poco fiable al afirmar primero que los platos se lavan y luego ofrecer un "plato sin lavar" que en realidad es un plato limpio con sobras del cubo de basura añadido.
The cook and his wife left a warm cloak for the ghost , and the next night they heard , " " ||| El cocinero y su esposa dejaron una capa caliente para el fantasma, y la noche siguiente oyeron, " "
Fascinated by his mother , Guillaume imitates her voice to the family cook and his grandmother , Babou . ||| Fascinado por su madre, Guillaume imita su voz al cocinero de la familia y su abuela, Babou.
His : mother Elena Kolesnikova was a cook , and his father , Andrei Ivanovich Zakharenkov , a steelworker . ||| Su : madre Elena Kolesnikova era una cocinera, y su padre, Andrei Ivanovich Zakharenkov, un trabajador de acero.
A cook by trade , in 2019 , he will make his television debut in the 2019 PDC World Cup of Darts , partnering Andrea Micheletti . ||| Un cocinero de oficio, en 2019, hará su debut en la televisión en la Copa Mundial de Dardos PDC 2019, en asociación con Andrea Micheletti.
The cook explains how he had saved Sun and Moon . ||| El cocinero explica cómo había salvado el Sol y la Luna.
The cook says that she can stay if she wants , but Hushpuppy says that she ' s got to go home . ||| La cocinera dice que puede quedarse si quiere, pero Hushpuppy dice que tiene que irse a casa.
The South Australian cook Maggie Beer has popularised the use of verjuice in her cooking and it is being used increasingly in South Australian restaurants . ||| La cocinera de Australia del Sur Maggie Beer ha popularizado el uso del verjugo en su cocina y se está utilizando cada vez más en restaurantes de Australia del Sur.
The cook set out herself . ||| La cocinera se puso en marcha.
Camp cook , Juanita -LRB- Virginia Mendoza -RRB- becomes scared , thinking Trevor Moorehouse murdered James , and so decides she will leave the camp later that day . ||| Camp cook, Juanita -LRB- Virginia Mendoza -RRB- se asusta, pensando Trevor Moorehouse asesinó a James, y así decide que saldrá del campamento más tarde ese día.
Because she helps lay the fires , the palace cook nicknamed her " Embers " ( she is , of course , the Discworld version of Cinderella , although the full nickname " Emberella " is referred to as sounding " like something you 'd put up in the rain " ) . ||| Debido a que ella ayuda a poner los fuegos, la cocinera del palacio apodó a su " Embers " (ella es, por supuesto, la versión de Discworld de Cenicienta, aunque el apodo completo " Emberella " se refiere como sonando " como algo que se pondría en la lluvia " ).
