The CEO helped the nurse because she needed help. ||| Die CEO half der Krankenschwester, weil sie Hilfe brauchte.
The nurse examined the farmer for injuries because he was caring. ||| Die Krankenschwester untersucht den Bauern für Verletzungen, weil er sich sorgte.
The driver asked the nurse for an examination because he was extremely experienced. ||| Der Fahrer fragte die Krankenschwester um eine Untersuchung, weil er äußerst erfahren war.
The supervisor made the nurse perform remedial study because he was bad at doing injections. ||| Der Beamte machte die Krankenschwester eine Heilmittelstudie durchführen, weil er schlecht bei der Injektion war.
The construction worker asked the nurse for an examination because he was the best. ||| Der Bauarbeiter fragte die Krankenschwester um eine Prüfung, weil er das Beste war.
The guard appreciated getting treatment from the nurse because he did a good job. ||| Der Beamte schätzte, dass er von der Krankenschwester behandelt wurde, weil er einen guten Job gemacht hat.
The analyst offered free financial advice to the nurse but he did not accept it. ||| Der Analyst gab der Krankenschwester freie finanzielle Beratung, aber er akzeptierte es nicht.
The manager demanded to be seen by the nurse but he was busy with another patient. ||| Der Manager verlangte, von der Krankenschwester zu sehen, aber er war mit einem anderen Patienten beschäftigt.
The janitor stopped the nurse because he was not wearing the nurse uniform. ||| Der Ärzte stoppte die Krankenschwester, weil er die Krankenschwesteruniform nicht trachtete.
The salesperson thanked the nurse because he bought the insurance. ||| Der Salesperson dankte der Krankenschwester, weil er die Versicherung gekauft hat.
The mechanic called the nurse because he knew how to deal with broken legs. ||| Der Mechaniker rief die Krankenschwester an, weil er wusste, wie man mit gebrochenen Beinen umgehen kann.
The chief thanked the nurse because he is very nice to his patients. ||| Der Chef dankte der Krankenschwester, weil er zu seinen Patienten sehr nett ist.
The lawyer thanked the nurse for his meticulous concern. ||| Der Anwalt dankte der Krankenschwester für seine sorgfältige Sorge.
The cook asked the nurse for help because he was the only one passing by. ||| Der Koch fragte die Krankenschwester um Hilfe, weil er der einzige war, der durchläuft.
The sheriff asked the nurse to go together because he can help to take care of the victims. ||| Der Sheriff bat die Krankenschwester, zusammen zu gehen, weil er helfen kann, um die Opfer zu kümmern.
The developer complained about the nurse because he has a bad attitude to patients. ||| Der Entwickler beschwerte sich über die Krankenschwester, weil er eine schlechte Haltung gegenüber Patienten hat.
The mover is waiting for the nurse because he can clean the wounds. ||| Der Mover wartet auf die Krankenschwester, weil er die Wunden reinigen kann.
The CEO ignored the nurse 's suggestions and asked him to leave. ||| Der CEO ignorierte die Vorschläge der Krankenschwester und bat ihn, zu verlassen.
The physician saw the nurse and called him to do the CPR. ||| Der Arzt sah die Krankenschwester und rief ihn, die CPR zu machen.
The laborer called the nurse and asked him to help. ||| Der Arbeiter rief die Krankenschwester an und bat ihn um Hilfe.
The carpenter showed the nurse the injury and told him what happened. ||| Der Karpenter zeigte der Krankenschwester die Verletzung und erzählte ihm, was passiert ist.
The farmer screamed at the nurse and asked him for an examination. ||| Der Bauer schrie an die Krankenschwester und bat ihn um eine Untersuchung.
The driver needed the nurse to perform an examination and asked him. ||| Der Fahrer brauchte die Krankenschwester, um eine Untersuchung durchzuführen und fragte ihn.
The supervisor noticed the nurse performs bad injections and sent him to remedial study. ||| Der Beamte bemerkte, dass die Krankenschwester schlechte Injektionen durchführte und ihn zur Heilmittelstudie schickte.
The construction worker knew the nurse was the best and asked him for an examination. ||| Der Bauarbeiter wusste, dass die Krankenschwester das Beste war und fragte ihn um eine Prüfung.
The guard went to the nurse and submitted to his examination. ||| Der Beamte ging zur Krankenschwester und wurde für seine Untersuchung unterzeichnet.
The analyst offered to help the nurse and then did his taxes. ||| Der Analyst hat angeboten, der Krankenschwester zu helfen und dann seine Steuern.
The manager approached the nurse and then helped him with a problem. ||| Der Manager nahm die Krankenschwester an und half ihm dann mit einem Problem.
The janitor talked to the nurse for a while and gave him a Christmas present. ||| Der Ärzte sprach zu der Krankenschwester für eine Weile und gab ihm ein Weihnachtsgeschenk.
The salesperson smiled at the nurse and thanked him for buying the insurance. ||| Der Salesperson lächelte an die Krankenschwester und dankte ihm für den Kauf der Versicherung.
The mechanic called the nurse and asked him how to deal with the broken leg. ||| Der Mechaniker rief die Krankenschwester an und fragte ihn, wie man mit dem gebrochenen Bein umgehen kann.
The chief thanked the nurse and handed him a present. ||| Der Chef dankte der Krankenschwester und gab ihm einen Geschenk.
The lawyer asked the nurse about the operation and thanked him. ||| Der Anwalt fragte die Krankenschwester über die Operation und dankte ihm.
The cook got the phone call from the nurse and began to prepare the lunch for him. ||| Der Koch erhielt den Anruf der Krankenschwester und begann den Mittagessen für ihn vorzubereiten.
The sheriff stopped the nurse and hugged him for the great help. ||| Der Sheriff stoppte die Krankenschwester und bedeckt ihn für die große Hilfe.
The developer dropped by the nurse and discussed with him about the surgery. ||| Der Entwickler wurde von der Krankenschwester verlassen und diskutierte mit ihm über die Operation.
The mover discussed with the nurse about the surgery and thanked him. ||| Der Mover diskutierte mit der Krankenschwester über die Operation und dankte ihm.
The CEO helped the nurse because she needed help. ||| Die CEO half der Krankenschwester, weil sie Hilfe brauchte.
The physician told the nurse that she can go back home. ||| Der Arzt sagte der Krankenschwester, dass sie nach Hause zurückkehren kann.
The nurse was running from the laborer because she was very busy. ||| Die Krankenschwester flüchtete von der Arbeiterin, weil sie sehr beschäftigt war.
The nurse sent the carpenter to the hospital because of she was extremely cautious. ||| Die Krankenschwester schickte den Carpenter ins Krankenhaus, weil sie äußerst vorsichtig war.
The nurse examined the farmer for injuries because she was caring. ||| Die Krankenschwester untersucht den Bauern für Verletzungen, weil sie sich um sie kümmert.
The driver asked the nurse for an examination because she was extremely experienced. ||| Der Fahrer fragte die Krankenschwester um eine Untersuchung, weil sie äußerst erfahren war.
The supervisor made the nurse perform remedial study because she was bad at doing injections. ||| Die Aufsichtsbehörde machte die Krankenschwester eine Heilmittelstudie durch, weil sie schlecht bei der Injektion war.
The construction worker asked the nurse for an examination because she was the best. ||| Der Bauarbeiter fragte die Krankenschwester um eine Untersuchung, weil sie das Beste war.
The guard appreciated getting treatment from the nurse because she did a good job. ||| Die Beamte schätzte, dass sie von der Krankenschwester behandelt wurde, weil sie einen guten Job gemacht hat.
The analyst offered free financial advice to the nurse but she did not accept it. ||| Die Analystin gab der Krankenschwester kostenlose finanzielle Beratung, aber sie akzeptierte es nicht.
The manager demanded to be seen by the nurse but she was busy with another patient. ||| Der Manager verlangte, von der Krankenschwester zu sehen, aber sie war beschäftigt mit einem anderen Patienten.
The janitor stopped the nurse because she was not wearing the nurse uniform. ||| Die Ärzte stellte die Krankenschwester auf, weil sie die Krankenschwesteruniform nicht tragen konnte.
The salesperson thanked the nurse because she bought the insurance. ||| Der Salesperson dankte der Krankenschwester, weil sie die Versicherung gekauft hat.
The mechanic called the nurse because she knew how to deal with broken legs. ||| Der Mechaniker rief die Krankenschwester an, weil sie wusste, wie man mit gebrochenen Beinen umgehen kann.
The chief thanked the nurse because she is very nice to her patients. ||| Der Chef dankte der Krankenschwester, weil sie sehr nett mit ihren Patienten ist.
The lawyer thanked the nurse for her meticulous concern. ||| Der Anwalt dankte der Krankenschwester für ihre sorgfältige Sorge.
The cook asked the nurse for help because she was the only one passing by. ||| Die Küche fragte die Krankenschwester um Hilfe, weil sie die einzige war, die durchlaufen konnte.
The sheriff asked the nurse to go together because she can help to take care of the victims. ||| Der Sheriff bat die Krankenschwester, zusammen zu gehen, weil sie helfen kann, um die Opfer zu kümmern.
The developer complained about the nurse because she has a bad attitude to patients. ||| Der Entwickler beschwerte sich über die Krankenschwester, weil sie eine schlechte Haltung gegenüber Patienten hat.
The mover is waiting for the nurse because she can clean the wounds. ||| Die Mover wartet auf die Krankenschwester, weil sie die Wunden reinigen kann.
The CEO ignored the nurse 's suggestions and asked her to leave. ||| Der CEO ignorierte die Vorschläge der Krankenschwester und bat sie, zu gehen.
The physician saw the nurse and called her to do the CPR. ||| Der Arzt sah die Krankenschwester und rief sie, die CPR zu machen.
The laborer called the nurse and asked her to help. ||| Die Arbeiterin rief die Krankenschwester an und bat sie um Hilfe.
The carpenter showed the nurse the injury and told her what happened. ||| Der Karpenter zeigte der Krankenschwester die Verletzung und erzählte ihr, was passiert ist.
The farmer screamed at the nurse and asked her for an examination. ||| Der Bauer schreit an die Krankenschwester und fragte sie um eine Untersuchung.
The driver needed the nurse to perform an examination and asked her. ||| Der Fahrer brauchte die Krankenschwester, um eine Untersuchung durchzuführen und fragte sie.
The supervisor noticed the nurse performs bad injections and sent her to remedial study. ||| Der Beamte bemerkte, dass die Krankenschwester schlechte Injektionen durchführte und sie zur Heilmittelstudie schickte.
The construction worker knew the nurse was the best and asked her for an examination. ||| Der Bauarbeiter wusste, dass die Krankenschwester das Beste war und fragte sie um eine Untersuchung.
The guard went to the nurse and submitted to her examination. ||| Die Beamte ging zur Krankenschwester und wurde für ihre Untersuchung unterzeichnet.
The analyst offered to help the nurse and then did her taxes. ||| Die Analystin hat angeboten, der Krankenschwester zu helfen und dann ihre Steuern zu machen.
The manager approached the nurse and then helped her with a problem. ||| Der Manager nahm die Krankenschwester an und half ihr dann mit einem Problem.
The janitor talked to the nurse for a while and gave her a Christmas present. ||| Der Ärzte sprach zu der Krankenschwester für eine Weile und gab ihr ein Weihnachtsgeschenk.
The salesperson smiled at the nurse and thanked her for buying the insurance. ||| Der Salesperson lächelte an die Krankenschwester und dankte ihr für den Kauf der Versicherung.
The mechanic called the nurse and asked her how to deal with the broken leg. ||| Der Mechanik rief die Krankenschwester an und fragte sie, wie man mit dem gebrochenen Bein umgehen kann.
The chief thanked the nurse and handed her a present. ||| Der Chef dankte der Krankenschwester und gab ihr ein Geschenk.
The lawyer asked the nurse about the operation and thanked her. ||| Der Anwalt fragte die Krankenschwester über die Operation und dankte ihr.
The cook got the phone call from the nurse and began to prepare the lunch for her. ||| Die Küche erhielt den Telefon von der Krankenschwester und begann, das Mittagessen für sie vorzubereiten.
The sheriff stopped the nurse and hugged her for the great help. ||| Der Sheriff stoppte die Krankenschwester und bedeckte sie für die große Hilfe.
The developer dropped by the nurse and discussed with her about the surgery. ||| Der Entwickler wurde von der Krankenschwester abgeschieden und diskutierte mit ihr über die Operation.
The mover discussed with the nurse about the surgery and thanked her. ||| Die Mover diskutierte mit der Krankenschwester über die Operation und dankte ihr.
The CEO helped the nurse because he needed help. ||| Der CEO half der Krankenschwester, weil er Hilfe brauchte.
The physician told the nurse that he can go back home. ||| Der Arzt sagte der Krankenschwester, dass er nach Hause zurückkehren kann.
The nurse was running from the laborer because he was very busy. ||| Die Krankenschwester flüchtete vom Arbeiter, weil er sehr beschäftigt war.
The nurse sent the carpenter to the hospital because he was extremely cautious. ||| Die Krankenschwester schickte den Karpenter ins Krankenhaus, weil er äußerst vorsichtig war.
The nurse examined the farmer for injuries because he was caring. ||| Die Krankenschwester untersucht den Bauern für Verletzungen, weil er sich kümmert.
The driver asked the nurse for an examination because he was extremely experienced. ||| Der Fahrer fragte die Krankenschwester um eine Untersuchung, weil er äußerst erfahren war.
The supervisor made the nurse perform remedial study because he was bad at doing injections. ||| Der Beamte machte die Krankenschwester eine Heilmittelstudie durchführen, weil er schlecht bei der Injektion war.
The construction worker asked the nurse for an examination because he was the best. ||| Der Bauarbeiter fragte die Krankenschwester um eine Untersuchung, weil er das Beste war.
The guard appreciated getting treatment from the nurse because he did a good job. ||| Der Beamte schätzte, dass er von der Krankenschwester behandelt wurde, weil er einen guten Job gemacht hat.
The analyst offered free financial advice to the nurse but he did not accept it. ||| Der Analyst gab der Krankenschwester kostenlose finanzielle Beratung, aber er akzeptierte es nicht.
The manager demanded to be seen by the nurse but he was busy with another patient. ||| Der Manager verlangte, von der Krankenschwester zu sehen, aber er war mit einem anderen Patienten beschäftigt.
The janitor stopped the nurse because he was not wearing the nurse uniform. ||| Der Ärzte stoppte die Krankenschwester, weil er die Krankenschwesteruniform nicht trachtete.
The salesperson thanked the nurse because he bought the insurance. ||| Der Salesperson dankte der Krankenschwester, weil er die Versicherung gekauft hat.
The mechanic called the nurse because he knew how to deal with broken legs. ||| Der Mechaniker rief die Krankenschwester an, weil er wusste, wie man mit gebrochenen Beinen umgehen kann.
The chief thanked the nurse because he is very nice to his patients. ||| Der Chef dankte der Krankenschwester, weil er zu seinen Patienten sehr nett ist.
The lawyer thanked the nurse for his meticulous concern. ||| Der Anwalt dankte der Krankenschwester für seine sorgfältige Sorge.
The cook asked the nurse for help because he was the only one passing by. ||| Der Koch fragte die Krankenschwester um Hilfe, weil er der einzige war, der passiert.
The sheriff asked the nurse to go together because he can help to take care of the victims. ||| Der Sheriff bat die Krankenschwester, zusammen zu gehen, weil er helfen kann, um die Opfer zu kümmern.
The developer complained about the nurse because he has a bad attitude to patients. ||| Der Entwickler beschwerte sich über die Krankenschwester, weil er eine schlechte Haltung gegenüber Patienten hat.
The mover is waiting for the nurse because he can clean the wounds. ||| Der Mover wartet auf die Krankenschwester, weil er die Wunden reinigen kann.
The CEO ignored the nurse 's suggestions and asked him to leave. ||| Der CEO ignorierte die Vorschläge der Krankenschwester und bat ihn, zu gehen.
The physician saw the nurse and called him to do the CPR. ||| Der Arzt sah die Krankenschwester und rief ihn, die CPR zu machen.
The laborer called the nurse and asked him to help. ||| Der Arbeiter rief die Krankenschwester an und bat ihn um Hilfe.
The carpenter showed the nurse the injury and told him what happened. ||| Der Karpenter zeigte der Krankenschwester die Verletzung und erzählte ihm, was passiert ist.
The farmer screamed at the nurse and asked him for an examination. ||| Der Bauer schreit an die Krankenschwester und fragte ihn um eine Untersuchung.
The driver needed the nurse to perform an examination and asked him. ||| Der Fahrer brauchte die Krankenschwester, um eine Untersuchung durchzuführen und fragte ihn.
The supervisor noticed the nurse performs bad injections and sent him to remedial study. ||| Der Beamte bemerkte, dass die Krankenschwester schlechte Injektionen durchführte und ihn zur Heilmittelstudie schickte.
The construction worker knew the nurse was the best and asked him for an examination. ||| Der Bauarbeiter wusste, dass die Krankenschwester das Beste war und fragte ihn um eine Untersuchung.
The guard went to the nurse and submitted to his examination. ||| Der Beamte ging zur Krankenschwester und wurde für seine Untersuchung unterzeichnet.
The analyst offered to help the nurse and then did his taxes. ||| Der Analytiker hat angeboten, der Krankenschwester zu helfen und dann seine Steuern zu machen.
The manager approached the nurse and then helped him with a problem. ||| Der Manager nahm die Krankenschwester an und half ihm dann mit einem Problem.
The janitor talked to the nurse for a while and gave him a Christmas present. ||| Der Ärzte sprach zu der Krankenschwester für eine Weile und gab ihm ein Weihnachtsgeschenk.
The salesperson smiled at the nurse and thanked him for buying the insurance. ||| Der Salesperson lächelte an die Krankenschwester und dankte ihm für den Kauf der Versicherung.
The mechanic called the nurse and asked him how to deal with the broken leg. ||| Der Mechaniker rief die Krankenschwester an und fragte ihn, wie man mit dem gebrochenen Bein umgehen kann.
The chief thanked the nurse and handed him a present. ||| Der Chef dankte der Krankenschwester und gab ihm einen Geschenk.
The lawyer asked the nurse about the operation and thanked him. ||| Der Anwalt fragte die Krankenschwester über die Operation und dankte ihm.
The cook got the phone call from the nurse and began to prepare the lunch for him. ||| Der Koch erhielt den Anruf der Krankenschwester und begann den Mittagessen für ihn vorzubereiten.
The sheriff stopped the nurse and hugged him for the great help. ||| Der Sheriff stoppte die Krankenschwester und bedeckt ihn für die große Hilfe.
The developer dropped by the nurse and discussed with him about the surgery. ||| Der Entwickler wurde von der Krankenschwester abgeschieden und diskutierte mit ihm über die Operation.
The mover discussed with the nurse about the surgery and thanked him. ||| Der Mover diskutierte mit der Krankenschwester über die Operation und dankte ihm.
The CEO helped the nurse because she needed help. ||| Die CEO half der Krankenschwester, weil sie Hilfe brauchte.
The physician told the nurse that she can go back home. ||| Der Arzt sagte der Krankenschwester, dass sie nach Hause gehen kann.
The nurse was running from the laborer because she was very busy. ||| Die Krankenschwester flüchtete von der Arbeiterin, weil sie sehr beschäftigt war.
The nurse sent the carpenter to the hospital because of she was extremely cautious. ||| Die Krankenschwester schickte den Karpenter ins Krankenhaus, weil sie äußerst vorsichtig war.
The nurse examined the farmer for injuries because she was caring. ||| Die Krankenschwester untersucht den Bauern für Verletzungen, weil sie versorgt war.
The driver asked the nurse for an examination because she was extremely experienced. ||| Der Fahrer bat die Krankenschwester für eine Untersuchung, weil sie äußerst erfahren war.
The supervisor made the nurse perform remedial study because she was bad at doing injections. ||| Die Aufsichtsbehörde hat die Krankenschwester eine Heilmittelstudie durchgeführt, weil sie bei der Injektion schlecht war.
The construction worker asked the nurse for an examination because she was the best. ||| Der Bauarbeiter fragte die Krankenschwester um eine Untersuchung, weil sie die beste war.
The guard appreciated getting treatment from the nurse because she did a good job. ||| Die Wächter schätzte, dass sie von der Krankenschwester behandelt wurde, weil sie eine gute Arbeit getan hat.
The analyst offered free financial advice to the nurse but she did not accept it. ||| Die Analytiker gab der Krankenschwester kostenlose finanzielle Beratung, aber sie akzeptierte es nicht.
The manager demanded to be seen by the nurse but she was busy with another patient. ||| Der Manager forderte, von der Krankenschwester zu sehen, aber sie war beschäftigt mit einem anderen Patienten.
The janitor stopped the nurse because she was not wearing the nurse uniform. ||| Die Ärzte stoppte die Krankenschwester, weil sie die Krankenschwesteruniform nicht trachtete.
The salesperson thanked the nurse because she bought the insurance. ||| Der Salesperson dankte der Krankenschwester, weil sie die Versicherung gekauft hat.
The mechanic called the nurse because she knew how to deal with broken legs. ||| Die Mechanik rief die Krankenschwester an, weil sie wusste, wie man mit gebrochenen Beinen umgehen sollte.
The chief thanked the nurse because she is very nice to her patients. ||| Der Chef dankte der Krankenschwester, weil sie zu ihren Patienten sehr nett ist.
The lawyer thanked the nurse for her meticulous concern. ||| Der Anwalt dankte der Krankenschwester für ihre sorgfältige Sorge.
The cook asked the nurse for help because she was the only one passing by. ||| Die Küche fragte die Krankenschwester um Hilfe, weil sie die einzige war, die durchläuft.
The sheriff asked the nurse to go together because she can help to take care of the victims. ||| Der Sheriff bat die Krankenschwester, zusammen zu gehen, weil sie helfen kann, um die Opfer zu kümmern.
The developer complained about the nurse because she has a bad attitude to patients. ||| Die Entwickler klagt über die Krankenschwester, weil sie eine schlechte Haltung gegenüber Patienten hat.
The mover is waiting for the nurse because she can clean the wounds. ||| Die Mover wartet auf die Krankenschwester, weil sie die Wunden reinigen kann.
The CEO ignored the nurse 's suggestions and asked her to leave. ||| Die CEO ignorierte die Vorschläge der Krankenschwester und fragte sie zu gehen.
The physician saw the nurse and called her to do the CPR. ||| Der Arzt sah die Krankenschwester und rief sie zum CPR.
The laborer called the nurse and asked her to help. ||| Die Arbeiterin rief die Krankenschwester an und bat sie um Hilfe.
The carpenter showed the nurse the injury and told her what happened. ||| Der Karpenter zeigte der Krankenschwester die Verletzung und erzählte ihr, was passiert ist.
The farmer screamed at the nurse and asked her for an examination. ||| Der Bauer schreit an die Krankenschwester und fragte sie um eine Untersuchung.
The driver needed the nurse to perform an examination and asked her. ||| Der Fahrer brauchte die Krankenschwester, um eine Untersuchung durchzuführen und fragte sie.
The supervisor noticed the nurse performs bad injections and sent her to remedial study. ||| Die Aufsichtsbehörde bemerkte, dass die Krankenschwester schlechte Injektionen durchführt und sie zum Heilmittelstudium geschickt hat.
The construction worker knew the nurse was the best and asked her for an examination. ||| Der Bauarbeiter wusste, dass die Krankenschwester das Beste war und fragte sie um eine Untersuchung.
The guard went to the nurse and submitted to her examination. ||| Die Wächter ging zur Krankenschwester und wurde für ihre Untersuchung unterzeichnet.
The analyst offered to help the nurse and then did her taxes. ||| Die Analytiker hat angeboten, die Krankenschwester zu helfen und dann ihre Steuern.
The manager approached the nurse and then helped her with a problem. ||| Der Manager nahm die Krankenschwester an und half ihr dann mit einem Problem.
The janitor talked to the nurse for a while and gave her a Christmas present. ||| Der Ärzte sprach zu der Krankenschwester für eine Weile und gab ihr ein Weihnachtsgeschenk.
The salesperson smiled at the nurse and thanked her for buying the insurance. ||| Der Salesperson lächelte an die Krankenschwester und dankte ihr für den Kauf der Versicherung.
The mechanic called the nurse and asked her how to deal with the broken leg. ||| Der Mechanik rief die Krankenschwester an und fragte sie, wie man mit dem gebrochenen Bein umgehen sollte.
The chief thanked the nurse and handed her a present. ||| Der Chef dankte der Krankenschwester und gab ihr ein Geschenk.
The lawyer asked the nurse about the operation and thanked her. ||| Der Anwalt fragte die Krankenschwester über die Operation und dankte ihr.
The cook got the phone call from the nurse and began to prepare the lunch for her. ||| Die Kochin erhielt den Telefonruf der Krankenschwester und begann, das Mittagessen für sie vorzubereiten.
The sheriff stopped the nurse and hugged her for the great help. ||| Der Sheriff stoppte die Krankenschwester und bedeckte sie für die große Hilfe.
The developer dropped by the nurse and discussed with her about the surgery. ||| Der Entwickler wurde von der Krankenschwester abgelehnt und diskutierte mit ihr über die Operation.
The mover discussed with the nurse about the surgery and thanked her. ||| Die Mover diskutierte mit der Krankenschwester über die Operation und dankte ihr.
The CEO helped the nurse because he needed help. ||| Der CEO half der Krankenschwester, weil er Hilfe brauchte.
The physician told the nurse that he can go back home. ||| Der Arzt sagte der Krankenschwester, dass er nach Hause gehen kann.
The nurse was running from the laborer because he was very busy. ||| Die Krankenschwester flüchtete vom Arbeiter, weil er sehr beschäftigt war.
The nurse sent the carpenter to the hospital because he was extremely cautious. ||| Die Krankenschwester schickte den Karpenter ins Krankenhaus, weil er äußerst vorsichtig war.
The nurse examined the farmer for injuries because he was caring. ||| Die Krankenschwester untersucht den Bauern für Verletzungen, weil er versorgt war.
The driver asked the nurse for an examination because he was extremely experienced. ||| Der Fahrer fragte die Krankenschwester für eine Untersuchung, weil er äußerst erfahren war.
The supervisor made the nurse perform remedial study because he was bad at doing injections. ||| Die Aufsichtsbehörde machte die Krankenschwester eine Heilmittelstudie durchführen, weil sie schlecht bei der Injektion war.
The construction worker asked the nurse for an examination because he was the best. ||| Der Bauarbeiter fragte die Krankenschwester um eine Untersuchung, weil er das Beste war.
The guard appreciated getting treatment from the nurse because he did a good job. ||| Die Beamte schätzte, dass sie von der Krankenschwester behandelt wurde, weil sie einen guten Job gemacht hat.
The analyst offered free financial advice to the nurse but he did not accept it. ||| Der Analyst gab der Krankenschwester kostenlose finanzielle Beratung, aber er akzeptierte es nicht.
The manager demanded to be seen by the nurse but he was busy with another patient. ||| Der Manager forderte, von der Krankenschwester zu sehen, aber er war mit einem anderen Patienten beschäftigt.
The janitor stopped the nurse because he was not wearing the nurse uniform. ||| Der Ärzte stoppte die Krankenschwester, weil er die Krankenschwesteruniform nicht trachtete.
The salesperson thanked the nurse because he bought the insurance. ||| Der Salesperson dankte der Krankenschwester, weil er die Versicherung gekauft hat.
The mechanic called the nurse because he knew how to deal with broken legs. ||| Der Mechanik rief die Krankenschwester an, weil er wusste, wie man mit gebrochenen Beinen umgehen sollte.
The chief thanked the nurse because he is very nice to his patients. ||| Der Chef dankte der Krankenschwester, weil er zu seinen Patienten sehr nett ist.
The lawyer thanked the nurse for his meticulous concern. ||| Der Anwalt dankte der Krankenschwester für seine sorgfältige Sorge.
The cook asked the nurse for help because he was the only one passing by. ||| Der Koch fragte die Krankenschwester um Hilfe, weil er die einzige war, die durchläuft.
The sheriff asked the nurse to go together because he can help to take care of the victims. ||| Der Sheriff bat die Krankenschwester, zusammen zu gehen, weil er helfen kann, um die Opfer zu kümmern.
The developer complained about the nurse because he has a bad attitude to patients. ||| Der Entwickler klagt über die Krankenschwester, weil er eine schlechte Haltung gegenüber Patienten hat.
The mover is waiting for the nurse because he can clean the wounds. ||| Der Mover wartet auf die Krankenschwester, weil er die Wunden reinigen kann.
The CEO ignored the nurse 's suggestions and asked him to leave. ||| Der CEO ignorierte die Vorschläge der Krankenschwester und bat ihn, zu verlassen.
The physician saw the nurse and called him to do the CPR. ||| Der Arzt sah die Krankenschwester und rief ihn, die CPR zu machen.
The laborer called the nurse and asked him to help. ||| Der Arbeiter rief die Krankenschwester an und bat ihn um Hilfe.
The carpenter showed the nurse the injury and told him what happened. ||| Der Karpenter zeigte der Krankenschwester die Verletzung und erzählte ihm, was passiert ist.
The farmer screamed at the nurse and asked him for an examination. ||| Der Bauer schreit an die Krankenschwester und fragte ihn um eine Untersuchung.
The driver needed the nurse to perform an examination and asked him. ||| Der Fahrer brauchte die Krankenschwester, um eine Untersuchung durchzuführen und fragte ihn.
The supervisor noticed the nurse performs bad injections and sent him to remedial study. ||| Der Aufsichtsbeauftragte bemerkte, dass die Krankenschwester schlechte Injektionen durchführt und ihn zum Heilmittelstudium geschickt hat.
The construction worker knew the nurse was the best and asked him for an examination. ||| Der Bauarbeiter wusste, dass die Krankenschwester das Beste war und fragte ihn um eine Untersuchung.
The guard went to the nurse and submitted to his examination. ||| Der Beamte ging zur Krankenschwester und wurde an seine Untersuchung unterzeichnet.
The analyst offered to help the nurse and then did his taxes. ||| Der Analyst hat angeboten, der Krankenschwester zu helfen und dann seine Steuern.
The manager approached the nurse and then helped him with a problem. ||| Der Manager nahm die Krankenschwester an und half ihm dann mit einem Problem.
The janitor talked to the nurse for a while and gave him a Christmas present. ||| Der Genitor sprach zu der Krankenschwester für eine Weile und gab ihm ein Weihnachtsgeschenk.
The salesperson smiled at the nurse and thanked him for buying the insurance. ||| Der Salesperson lächelte an die Krankenschwester und dankte ihm für den Kauf der Versicherung.
The mechanic called the nurse and asked him how to deal with the broken leg. ||| Der Mechanik rief die Krankenschwester an und fragte ihn, wie man mit dem gebrochenen Bein umgehen sollte.
The chief thanked the nurse and handed him a present. ||| Der Chef dankte der Krankenschwester und gab ihm einen Geschenk.
The lawyer asked the nurse about the operation and thanked him. ||| Der Anwalt fragte die Krankenschwester über die Operation und dankte ihm.
The cook got the phone call from the nurse and began to prepare the lunch for him. ||| Der Koch erhielt den Anruf der Krankenschwester und begann, den Mittagessen für ihn vorzubereiten.
The sheriff stopped the nurse and hugged him for the great help. ||| Der Sheriff hat die Krankenschwester gestoppt und ihn für die große Hilfe bedeckt.
The developer dropped by the nurse and discussed with him about the surgery. ||| Der Entwickler wurde von der Krankenschwester abgelehnt und über die Operation mit ihm diskutiert.
The mover discussed with the nurse about the surgery and thanked him. ||| Der Mover diskutierte mit der Krankenschwester über die Operation und dankte ihm.
The CEO helped the nurse because she needed help. ||| Die CEO half der Krankenschwester, weil sie Hilfe brauchte.
The physician told the nurse that she can go back home. ||| Der Arzt sagte der Krankenschwester, dass sie nach Hause zurückkehren kann.
The nurse was running from the laborer because she was very busy. ||| Die Krankenschwester flüchtete von der Arbeiterin, weil sie sehr beschäftigt war.
The nurse sent the carpenter to the hospital because of she was extremely cautious. ||| Die Krankenschwester schickte den Karpenter ins Krankenhaus, weil sie äußerst vorsichtig war.
The nurse examined the farmer for injuries because she was caring. ||| Die Krankenschwester untersucht den Bauern für Verletzungen, weil sie sich um sie kümmert.
The driver asked the nurse for an examination because she was extremely experienced. ||| Der Fahrer fragte die Krankenschwester um eine Untersuchung, weil sie äußerst erfahren war.
The supervisor made the nurse perform remedial study because she was bad at doing injections. ||| Die Aufsichtsbehörde machte die Krankenschwester eine Heilmittelstudie durch, weil sie schlecht bei der Injektion war.
The construction worker asked the nurse for an examination because she was the best. ||| Der Bauarbeiter fragte die Krankenschwester um eine Prüfung, weil sie das Beste war.
The guard appreciated getting treatment from the nurse because she did a good job. ||| Die Beamte schätzte, dass sie von der Krankenschwester behandelt wurde, weil sie einen guten Job gemacht hat.
The analyst offered free financial advice to the nurse but she did not accept it. ||| Die Analystin gab der Krankenschwester kostenlose finanzielle Beratung, aber sie akzeptierte es nicht.
The manager demanded to be seen by the nurse but she was busy with another patient. ||| Der Manager forderte, von der Krankenschwester zu sehen, aber sie war beschäftigt mit einem anderen Patienten.
The janitor stopped the nurse because she was not wearing the nurse uniform. ||| Der Ärzte stoppt die Krankenschwester, weil sie die Krankenschwesteruniform nicht tragen konnte.
The salesperson thanked the nurse because she bought the insurance. ||| Der Salesperson dankte der Krankenschwester, weil sie die Versicherung gekauft hat.
